"Final_EA_code","interview__id","C4H_ElementYear_id","s4hq83","s4hq84","s4hq85","s4hq86","s4hq83v2","s4hq84v2","s4hq85v2","s4hq86v2"
"318112010303","bcf4623a365e43579a50ae7608a20bb4",5,"14","14",2,"NO MISMATCH","8","8",2,"NO MISMATCH"
"221109020302","bfade52afbbe499582123960bdf484ad",0,"##N/A##","1323",2,"##N/A##","##N/A##","2439",2,"##N/A##"
"221109020302","bfade52afbbe499582123960bdf484ad",1,"##N/A##","1828",2,"##N/A##","##N/A##","1685",2,"##N/A##"
"221109020302","bfade52afbbe499582123960bdf484ad",2,"##N/A##","82",2,"##N/A##","##N/A##","97",2,"##N/A##"
"221109020302","bfade52afbbe499582123960bdf484ad",3,"##N/A##","82",2,"##N/A##","##N/A##","86",2,"##N/A##"
"221109020302","bfade52afbbe499582123960bdf484ad",4,"##N/A##","79",2,"##N/A##","##N/A##","60",2,"##N/A##"
"221109020302","bfade52afbbe499582123960bdf484ad",5,"##N/A##","62",2,"##N/A##","##N/A##","68",2,"##N/A##"
"325103060113","bfc868c5c5914281b9d9bd1182bec578",0,"502","0",1,"Missing  records","521","0",1,"missing  register"
"325103060113","bfc868c5c5914281b9d9bd1182bec578",1,"833","0",1,"Missing  records","655","0",1,"missing  register"
"325103060113","bfc868c5c5914281b9d9bd1182bec578",2,"52","52",2,"good","52","52",2,"GOOD"
"325103060113","bfc868c5c5914281b9d9bd1182bec578",3,"39","39",2,"good","55","55",2,"GOOD"
"325103060113","bfc868c5c5914281b9d9bd1182bec578",4,"93","0",1,"Missing  records","29","0",1,"missing  tally  sheets"
"325103060113","bfc868c5c5914281b9d9bd1182bec578",5,"182","0",1,"Missing  records","26","0",1,"missing  tally  sheets"
"307108030304","c015bae305344f96818cc01ab60541c4",0,"##N/A##","##N/A##",,"##N/A##",,,,
"307108030304","c015bae305344f96818cc01ab60541c4",1,"##N/A##","##N/A##",,"##N/A##",,,,
"307108030304","c015bae305344f96818cc01ab60541c4",2,"##N/A##","##N/A##",,"##N/A##",,,,
"307108030304","c015bae305344f96818cc01ab60541c4",3,"##N/A##","##N/A##",,"##N/A##",,,,
"307108030304","c015bae305344f96818cc01ab60541c4",4,"##N/A##","##N/A##",,"##N/A##",,,,
"307108030304","c015bae305344f96818cc01ab60541c4",5,"##N/A##","##N/A##",,"##N/A##",,,,
"310306040802","c14a86da4ace4064b4410807ad90f8cc",0,"503","503",2,"none","842","842",2,"none"
"310306040802","c14a86da4ace4064b4410807ad90f8cc",1,"815","815",2,"none","520","520",2,"none"
"310306040802","c14a86da4ace4064b4410807ad90f8cc",2,"0","0",2,"none","0","0",2,"none"
"310306040802","c14a86da4ace4064b4410807ad90f8cc",3,"0","0",2,"none","0","0",2,"none"
"310306040802","c14a86da4ace4064b4410807ad90f8cc",4,"0","0",2,"none","0","0",2,"none"
"310306040802","c14a86da4ace4064b4410807ad90f8cc",5,"0","0",2,"none","0","0",2,"none"
"210306040101","c1a22955cf934b9386559182a0c46c8d",0,"##N/A##","563",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040101","c1a22955cf934b9386559182a0c46c8d",1,"##N/A##","1091",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040101","c1a22955cf934b9386559182a0c46c8d",2,"##N/A##","58",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040101","c1a22955cf934b9386559182a0c46c8d",3,"##N/A##","51",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040101","c1a22955cf934b9386559182a0c46c8d",4,"##N/A##","69",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"210306040101","c1a22955cf934b9386559182a0c46c8d",5,"##N/A##","102",2,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"432205040203","c208d41946924e27803193316fe645f0",0,"1456","1456",2,"NONE","1435","1435",2,"NONE"
"432205040203","c208d41946924e27803193316fe645f0",1,"1279","1279",2,"NONE","1201","1201",2,"NONE"
"432205040203","c208d41946924e27803193316fe645f0",2,"117","117",2,"NONE","126","126",2,"NONE"
"432205040203","c208d41946924e27803193316fe645f0",3,"148","148",2,"NONE","166","166",2,"NONE"
"432205040203","c208d41946924e27803193316fe645f0",4,"131","131",2,"NONE","127","127",2,"NONE"
"432205040203","c208d41946924e27803193316fe645f0",5,"125","125",2,"NONE","109","109",2,"NONE"
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"124108021108","c2a083238ac94fc8a0b48e3330a8a611",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"107402030203","c33561448066434395fe6c8445631c87",0,"_","408",2,"No mismatch","_","433",2,"No mismatch"
"107402030203","c33561448066434395fe6c8445631c87",1,"_","525",2,"No mismatch","_","435",2,"No mismatch"
"107402030203","c33561448066434395fe6c8445631c87",2,"_","0",2,"The facility doesn't do deliveries","0","0",2,"THE FACILITY DOESN'T OFFER DELIVERIES"
"107402030203","c33561448066434395fe6c8445631c87",3,"_","0",2,"The facility doesn't do deliveries","_","0",2,"THE FACILITY DOESN'T OFFER DELIVERIES"
"107402030203","c33561448066434395fe6c8445631c87",4,"_","55",2,"No mismatch","_","127",2,"No mismatch"
"107402030203","c33561448066434395fe6c8445631c87",5,"_","137",2,"No mismatch","_","91",2,"No mismatch"
"321103040514","c40d2554992447aaab0c9ed075204836",0,"501","603",1,"Wrong numbering","409","763",1,"WRONG  NUMBERING"
"321103040514","c40d2554992447aaab0c9ed075204836",1,"1072","1072",2,"GOOD","584","580",1,"wrong  numbering"
"321103040514","c40d2554992447aaab0c9ed075204836",2,"69","69",2,"OK","61","61",2,"GOOD  RECORDS"
"321103040514","c40d2554992447aaab0c9ed075204836",3,"73","70",1,"They had included admissions  not deliveries  during report making","69","69",2,"GOOD  RECORDS"
"321103040514","c40d2554992447aaab0c9ed075204836",4,"57","52",1,"Wrong  tallying","24","24",2,"VERY  GOOD  RECORDS"
"321103040514","c40d2554992447aaab0c9ed075204836",5,"33","33",2,"GOOD","26","26",2,"VERY  GOOD  RECORDS"
"311103020202","c5a985e708a74594a6c4522354013a9a",0,"736","736",2,"NO MISMATCH","870","870",2,"NO MISMATCH"
"311103020202","c5a985e708a74594a6c4522354013a9a",1,"1229","1229",2,"NO MISMATCH","805","805",2,"NO MISMATCH"
"311103020202","c5a985e708a74594a6c4522354013a9a",2,"16","16",2,"NO MISMATCH","19","19",2,"NO MISMATCH"
"311103020202","c5a985e708a74594a6c4522354013a9a",3,"14","14",2,"NO MISMATCH","8","8",2,"NO MISMATCH"
"311103020202","c5a985e708a74594a6c4522354013a9a",4,"15","15",2,"NO MISMATCH","24","24",2,"NO MISMATCH"
"311103020202","c5a985e708a74594a6c4522354013a9a",5,"9","9",2,"NO MISMATCH","27","27",2,"NO MISMATCH"
"225114032604","c7bcab112852484b816748e5dc6c1d12",0,"##N/A##","315",2,"##N/A##","##N/A##","349",2,"##N/A##"
"225114032604","c7bcab112852484b816748e5dc6c1d12",1,"##N/A##","612",2,"##N/A##","##N/A##","410",2,"##N/A##"
"225114032604","c7bcab112852484b816748e5dc6c1d12",2,"##N/A##","23",2,"##N/A##","##N/A##","34",2,"##N/A##"
"225114032604","c7bcab112852484b816748e5dc6c1d12",3,"##N/A##","26",2,"##N/A##","##N/A##","28",2,"##N/A##"
"225114032604","c7bcab112852484b816748e5dc6c1d12",4,"##N/A##","24",2,"##N/A##","##N/A##","21",2,"##N/A##"
"225114032604","c7bcab112852484b816748e5dc6c1d12",5,"##N/A##","27",2,"##N/A##","##N/A##","30",2,"##N/A##"
"426202040101","c997c4379310457193d2e4fec060d957",0,"313","313",2,"matching","256","256",2,"matching"
"426202040101","c997c4379310457193d2e4fec060d957",1,"240","240",2,"Matching","286","286",2,"matching"
"426202040101","c997c4379310457193d2e4fec060d957",2,"0","0",2,"NO DELIVERIES","0","0",2,"NO DELIVERIES"
"426202040101","c997c4379310457193d2e4fec060d957",3,"0","0",2,"NO DELIVERIES","0","0",2,"NO DELIVERIES"
"426202040101","c997c4379310457193d2e4fec060d957",4,"7","7",2,"matching","13","13",2,"matching"
"426202040101","c997c4379310457193d2e4fec060d957",5,"10","10",2,"Matching","23","23",2,"matching"
"304102010107","c9f3e3b01148416390d788c451e83853",0,"0","0",1,"Missing  records","1135","1039",1,"wrong  numbering"
"304102010107","c9f3e3b01148416390d788c451e83853",1,"0","0",1,"Missing  records","1371","1241",1,"wrong  numbering"
"304102010107","c9f3e3b01148416390d788c451e83853",2,"20","0",1,"Missing  records","14","14",2,"Good"
"304102010107","c9f3e3b01148416390d788c451e83853",3,"13","0",1,"Missing  records","11","11",2,"Good"
"304102010107","c9f3e3b01148416390d788c451e83853",4,"0","0",1,"Missing  records","8","10",1,"Missing  tally  sheets"
"304102010107","c9f3e3b01148416390d788c451e83853",5,"p","0",1,"Missing  records","47","47",2,"Good  records"
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",0,"808","809",1,"Poor tally","642","642",2,"matching"
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",1,"780","780",2,"Matching","741","741",2,"matching"
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",2,"21","21",2,"Matching","40","40",2,"matching"
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",3,"27","27",2,"Matching","30","30",2,"matching"
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",4,"21","21",2,"Matching","35","35",2,"matching"
"402208050714","ca4736d2f7a74a899d7997d614ac6c76",5,"31","31",2,"Matching","29","29",2,"matching"
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",0,"##N/A##","811",2,"##N/A##","##N/A##","410",2,"##N/A##"
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",1,"##N/A##","748",1,"##N/A##","##N/A##","312",2,"##N/A##"
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",2,"0","0",2,"##N/A##","0","0",2,"##N/A##"
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",3,"0","0",2,"##N/A##","0","0",2,"##N/A##"
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",4,"##N/A##","14",2,"##N/A##","##N/A##","15",2,"##N/A##"
"212202010105","caa6f80f888744d0aaaf2e19676dcd23",5,"##N/A##","8",2,"##N/A##","##N/A##","11",2,"##N/A##"
"228102030405","cbe3a418c67c4370af13683f11d44636",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"228102030405","cbe3a418c67c4370af13683f11d44636",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"228102030405","cbe3a418c67c4370af13683f11d44636",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"228102030405","cbe3a418c67c4370af13683f11d44636",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"228102030405","cbe3a418c67c4370af13683f11d44636",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"228102030405","cbe3a418c67c4370af13683f11d44636",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"408113040517","cc8047dc8a484aaa9836d72178b1780c",0,"1411","1411",2,"MATCHING","1120","1120",2,"Matching"
"408113040517","cc8047dc8a484aaa9836d72178b1780c",1,"1040","1040",2,"MATCHING","1341","1341",2,"matching"
"408113040517","cc8047dc8a484aaa9836d72178b1780c",2,"36","36",2,"MATCHING","38","38",2,"Matching"
"408113040517","cc8047dc8a484aaa9836d72178b1780c",3,"36","36",2,"MATCHING","50","50",2,"matching"
"408113040517","cc8047dc8a484aaa9836d72178b1780c",4,"53","53",2,"MATCHING","42","42",2,"Matching"
"408113040517","cc8047dc8a484aaa9836d72178b1780c",5,"48","48",2,"MATCHING","43","43",2,"matching"
"325107010301","cd1474d77fac421a97691e211fcbba4c",0,"502","0",1,"Missing  OPD  REGISTER","521","0",1,"missing  register"
"325107010301","cd1474d77fac421a97691e211fcbba4c",1,"833","0",1,"Missing  OPD  REGISTER","655","0",1,"missing  register"
"325107010301","cd1474d77fac421a97691e211fcbba4c",2,"52","52",2,"GOOD","52","52",2,"GOOD"
"325107010301","cd1474d77fac421a97691e211fcbba4c",3,"39","39",2,"GOOD","55","55",2,"Good"
"325107010301","cd1474d77fac421a97691e211fcbba4c",4,"93","5",1,"Missing  tally  sheets","29","0",1,"missing  tally  sheets"
"325107010301","cd1474d77fac421a97691e211fcbba4c",5,"182","202",1,"Missing  tally sheets","26","0",1,"missing   tally  sheets"
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",0,"873","873",2,"MATCHING","805","805",2,"Matching"
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",1,"842","842",2,"MATCHING","810","810",2,"Matching"
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",2,"06","06",2,"Tallying","11","11",2,"Matching"
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",3,"06","06",2,"TALLYING","03","03",2,"Matching"
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",4,"27","27",2,"Tallying","32","32",2,"Matching"
"408112020621","ce05dd69d60e43e28966bf07a745ce3d",5,"25","25",2,"TALLYING","01","01",2,"Matching"
"427202040214","ce31748c847d40a9ad2150a36c2438dc",0,"635","635",2,"NONE","497","497",2,"NONE"
"427202040214","ce31748c847d40a9ad2150a36c2438dc",1,"755","755",2,"NONE","319","319",2,"NONE"
"427202040214","ce31748c847d40a9ad2150a36c2438dc",2,"21","21",2,"NONE","31","31",2,"NONE"
"427202040214","ce31748c847d40a9ad2150a36c2438dc",3,"40","40",2,"NONE","24","24",2,"NONE"
"427202040214","ce31748c847d40a9ad2150a36c2438dc",4,"81","81",2,"NONE","105","105",2,"NONE"
"427202040214","ce31748c847d40a9ad2150a36c2438dc",5,"135","135",2,"NONE","41","41",2,"NONE"
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"103105050501","cedfce2c57e641d18f8cb9d9c783e6a3",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102105150507","d091d72bf34743fa8b42d63d78c6c4d2",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",0,"_","445",2,"No mismatch","_","494",2,"No mismatch"
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",1,"_","445",2,"No mismatch","_","517",2,"No mismatch"
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",2,"_","5",2,"No mismatch","_","3",2,"No mismatch"
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",3,"_","4",2,"No mismatch","_","4",2,"No mismatch"
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",4,"_","57",2,"No mismatch","_","42",2,"No mismatch"
"110204010703","d4e9ef0dc2b74bf38dcb92726ad41f5d",5,"_","34",2,"No mismatch","_","29",2,"No mismatch"
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",0,"791","791",2,"No mismatch","770","770",2,"No mismatch"
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",1,"1300","1300",2,"No mismatch","789","789",2,"No mismatch"
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",2,"40","40",2,"No mismatch","27","27",2,"No mismatch"
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",3,"28","28",2,"No mismatch","32","32",2,"No mismatch"
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",4,"53","53",2,"No mismatch","42","42",2,"No mismatch"
"122102060404","d63a27ac1a6d4af89a64a7cbcd3d4291",5,"37","37",2,"No mismatch","19","19",2,"No mismatch"
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",0,"##N/A##","1104",2,"##N/A##","##N/A##","702",2,"##N/A##"
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",1,"##N/A##","1415",2,"##N/A##","##N/A##","747",2,"##N/A##"
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",2,"##N/A##","53",2,"##N/A##","##N/A##","79",2,"##N/A##"
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",3,"##N/A##","58",2,"##N/A##","##N/A##","51",2,"##N/A##"
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",4,"##N/A##","56",2,"##N/A##","##N/A##","52",2,"##N/A##"
"212104030611","d63ba4eb8a1c4a0e9cca5826e2affa7e",5,"##N/A##","57",2,"##N/A##","##N/A##","64",2,"##N/A##"
"102102050406","d6aa486f005240b6b7cb24f89a40734e",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102050406","d6aa486f005240b6b7cb24f89a40734e",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102050406","d6aa486f005240b6b7cb24f89a40734e",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102050406","d6aa486f005240b6b7cb24f89a40734e",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102050406","d6aa486f005240b6b7cb24f89a40734e",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102102050406","d6aa486f005240b6b7cb24f89a40734e",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",0,"803","705",1,"wrong  numbering","736","829",1,"wrong  numbering"
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",1,"713","767",1,"wrong  numbering","629","638",1,"wrong  numbering"
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",2,"25","25",2,"Good","33","33",2,"Good"
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",3,"w6","26",2,"Good","16","16",2,"Good"
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",4,"46","61",1,"Missing  tally  sheets  during  report  making","55","55",2,"Good"
"323108030411","d7b1236aabb94f6bb30da9c00b33bf61",5,"64","62",1,"wrong  tallying","73","85",1,"Missing  tally  sheets  during  report  making"
"303504020504","d7df893335d04af7acb5f703066383af",0,"1076","1001",1,"some registers missing","793","751",1,"missing registers"
"303504020504","d7df893335d04af7acb5f703066383af",1,"899","781",1,"HIMS missing","699","671",1,"Some registers missing"
"303504020504","d7df893335d04af7acb5f703066383af",2,"0","34",1,"Pages of deliveries and immunization were plucked off in the  HIMS","39","39",2,"none"
"303504020504","d7df893335d04af7acb5f703066383af",3,"40","40",2,"none","28","28",2,"none"
"303504020504","d7df893335d04af7acb5f703066383af",4,"0","0",2,"HIMS and the registers missing","42","0",1,"registers missing"
"303504020504","d7df893335d04af7acb5f703066383af",5,"40","33",1,"Both the HIMS and the registers missing","24","0",1,"registers missing"
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",0,"613","613",2,"NONE","610","610",2,"NONE"
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",1,"623","623",2,"NONE","386","386",2,"NONE"
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",2,"15","15",2,"NONE","11","11",2,"NONE"
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",3,"8","8",2,"NONE","7","7",2,"NONE"
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",4,"30","30",2,"NONE","19","19",2,"NONE"
"403105050205","d84f5f9e3a694d3ea5d8c6bc57726b98",5,"22","22",2,"NONE","19","19",2,"NONE"
"102103060631","d8e480e0083545f38d88e7ca1753924c",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103060631","d8e480e0083545f38d88e7ca1753924c",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103060631","d8e480e0083545f38d88e7ca1753924c",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103060631","d8e480e0083545f38d88e7ca1753924c",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103060631","d8e480e0083545f38d88e7ca1753924c",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103060631","d8e480e0083545f38d88e7ca1753924c",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"406303070608","d983e831143f41a08ffd423010b5dfa6",0,"288","288",2,"NONE","302","302",2,"NONE"
"406303070608","d983e831143f41a08ffd423010b5dfa6",1,"302","302",2,"NONE","252","252",2,"NONE"
"406303070608","d983e831143f41a08ffd423010b5dfa6",2,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","0","0",2,"NONE"
"406303070608","d983e831143f41a08ffd423010b5dfa6",3,"0","0",2,"NO DELIVERIES CARRIED OUT BY THE FACILITY","0","0",2,"NONE"
"406303070608","d983e831143f41a08ffd423010b5dfa6",4,"15","15",2,"NONE","9","9",2,"NONE"
"406303070608","d983e831143f41a08ffd423010b5dfa6",5,"7","7",2,"NONE","12","12",2,"NONE"
"325101020514","da5e5ab5a00e480683eae461cba99b13",0,"555","553",1,"WRONG  TALLYING","881","736",1,"wrong  numbering"
"325101020514","da5e5ab5a00e480683eae461cba99b13",1,"439","352",1,"WRONG  NUMBERING","711","477",1,"wrong  numbering"
"325101020514","da5e5ab5a00e480683eae461cba99b13",2,"36","36",2,"Good","25","25",2,"GOOD"
"325101020514","da5e5ab5a00e480683eae461cba99b13",3,"22","22",2,"Good","35","35",2,"GOOD"
"325101020514","da5e5ab5a00e480683eae461cba99b13",4,"59","66",1,"Delay  of tally  sheets  by vaccinaters","35","35",2,"GOOD"
"325101020514","da5e5ab5a00e480683eae461cba99b13",5,"48","54",1,"Missing  tally  sheets  during  report  making","44","43",2,"wrong  tallying"
"223126011515","da7a73e6a46542769c99839dcac87f10",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223126011515","da7a73e6a46542769c99839dcac87f10",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223126011515","da7a73e6a46542769c99839dcac87f10",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223126011515","da7a73e6a46542769c99839dcac87f10",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223126011515","da7a73e6a46542769c99839dcac87f10",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"223126011515","da7a73e6a46542769c99839dcac87f10",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103080303","db979bdcd2e148f98742974d2a4f9371",0,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103080303","db979bdcd2e148f98742974d2a4f9371",1,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103080303","db979bdcd2e148f98742974d2a4f9371",2,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103080303","db979bdcd2e148f98742974d2a4f9371",3,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103080303","db979bdcd2e148f98742974d2a4f9371",4,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"102103080303","db979bdcd2e148f98742974d2a4f9371",5,"##N/A##","##N/A##",,"##N/A##","##N/A##","##N/A##",,"##N/A##"
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",0,"600","600",2,"NO MISMATCH","717","717",2,"NO VARIATION"
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",1,"997","997",2,"NO MISMATCH","618","618",2,"NO VARIATION"
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",2,"8","8",2,"NO MISMATCH","23","23",2,"NO VARIATION"
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",3,"2","2",2,"NO MISMATCH","6","6",2,"NO VARIATION"
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",4,"25","25",2,"NO MISMATCH","4","4",2,"NO VARIATION"
"122106021812","dc1776a9a0e14f4582ec0425908ceea5",5,"8","8",2,"NO MISMATCH","12","12",2,"NO VARIATION"
"113111020505","dda5335ce205431184ce477ddbedbef7",0,"_","565",2,"No mismatch","_","468",2,"No mismatch"
"113111020505","dda5335ce205431184ce477ddbedbef7",1,"_","514",2,"No mismatch","_","507",2,"No mismatch"
"113111020505","dda5335ce205431184ce477ddbedbef7",2,"_","0",2,"They don't do deliveries","0","0",2,"THE FACILITY DOESN'T OFFER DELIVERIES"
"113111020505","dda5335ce205431184ce477ddbedbef7",3,"_","0",2,"They don't do deliveries","0","0",2,"THE FACILITY DOESN'T OFFER DELIVERIES"
"113111020505","dda5335ce205431184ce477ddbedbef7",4,"_","78",2,"No mismatch","_","162",2,"No mismatch"
"113111020505","dda5335ce205431184ce477ddbedbef7",5,"_","91",2,"No mismatch","_","117",2,"No mismatch"
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",0,"1017","1017",2,"No mismatch","809","809",2,"No mismatch"
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",1,"1263","1263",2,"No mismatch","867","867",2,"No mismatch"
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",2,"85","85",2,"No mismatch","71","71",2,"No mismatch"
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",3,"83","83",2,"No mismatch","74","74",2,"No mismatch"
"106101010605","df04ee2c0e3a4107a7da27f23f41944b",4,"100","100",2,"No mismatch","120","120",2,"No mismatch"
