"hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"d954e17bd5304637aaa3711cb8336fa9",3,0,,1,1,,1,2,0
"d954e17bd5304637aaa3711cb8336fa9",1,4,22000,4,1,,2,,
"d954e17bd5304637aaa3711cb8336fa9",14,2,400000,2,1,,2,,
"d954e17bd5304637aaa3711cb8336fa9",7,1,8000,1,1,,2,,
"d95edd83bd064023b17b79361d8d96dd",3,1,3000,1,1,,2,,
"d95edd83bd064023b17b79361d8d96dd",1,2,13000,2,1,,2,,
"d963b437fb33436d83a9403b8007970f",1,2,8000,3,1,,2,,
"d963b437fb33436d83a9403b8007970f",14,0,,0,1,,1,1,0
"d9923637dc2b44308f1ad14a8686af5d",12,1,9000,0,1,,2,,
"d9923637dc2b44308f1ad14a8686af5d",1,2,16000,2,2,1,,,
"d9923637dc2b44308f1ad14a8686af5d",19,0,,0,1,,1,1,0
"d9923637dc2b44308f1ad14a8686af5d",3,1,3000,1,1,,2,,
"d9c62ba2b8b74695857014d131d5f3db",3,1,3000,2,1,,2,,
"d9c62ba2b8b74695857014d131d5f3db",1,2,15000,2,1,,2,,
"d9d5789f074a4aaf83762bb9fb435575",19,2,10000,2,1,,2,,
"d9d5789f074a4aaf83762bb9fb435575",1,5,25000,5,1,,2,,
"d9d5789f074a4aaf83762bb9fb435575",3,2,8000,2,1,,2,,
"da3c77de7ece491ca79188e62b4e2078",3,1,7000,1,1,,2,,
"da3c77de7ece491ca79188e62b4e2078",1,3,30000,3,1,,2,,
"da52d04f01ac4158ae4cb1ff19c37c5c",3,1,3000,1,1,,2,,
"da52d04f01ac4158ae4cb1ff19c37c5c",1,3,16000,3,1,,2,,
"da59c2b263a7443a8683914355a15bd4",3,2,12000,3,1,,2,,
"da59c2b263a7443a8683914355a15bd4",5,2,60000,2,1,,2,,
"da59c2b263a7443a8683914355a15bd4",22,0,,1,2,5,,,
"da59c2b263a7443a8683914355a15bd4",1,5,25000,5,1,,2,,
"da668db529e34fcc8c00e49d3cbb8732",1,2,15000,2,1,,2,,
"da7c1acef7664502951bdca2df27fceb",19,1,35000,1,1,,1,1,0
"da7c1acef7664502951bdca2df27fceb",1,2,8000,2,1,,2,,
"da7c1acef7664502951bdca2df27fceb",12,1,5000,1,1,,2,,
"da7c1acef7664502951bdca2df27fceb",3,1,3000,1,1,,2,,
"da7c1acef7664502951bdca2df27fceb",4,1,2500,1,1,,2,,
"da8f2cca9b5f4b5eb8712a1e6f16221f",1,6,48000,6,1,,2,,
"da8f2cca9b5f4b5eb8712a1e6f16221f",3,1,5000,1,1,,1,1,0
"da8f2cca9b5f4b5eb8712a1e6f16221f",4,0,,0,1,,1,1,0
"da9d2b5060f746ab91a5c2f80a130918",3,1,5000,1,1,,2,,
"da9d2b5060f746ab91a5c2f80a130918",1,3,20000,3,1,,2,,
"da9d2b5060f746ab91a5c2f80a130918",4,1,4000,1,1,,2,,
"dae0bb69de954b3fb110a651f7a43436",1,1,6000,1,1,,2,,
"dae0bb69de954b3fb110a651f7a43436",3,1,3000,1,1,,2,,
"daff2df9a9b7461bbf8301c0923ef667",1,2,15000,2,1,,2,,
"daff2df9a9b7461bbf8301c0923ef667",3,1,2000,1,1,,2,,
"db1be5b38b354a65920b027e5ea43b71",12,1,4000,1,1,,2,,
"db1be5b38b354a65920b027e5ea43b71",1,2,8000,2,1,,2,,
"db1be5b38b354a65920b027e5ea43b71",19,1,30000,1,1,,2,,
"db1be5b38b354a65920b027e5ea43b71",3,1,3000,1,1,,2,,
"db1be5b38b354a65920b027e5ea43b71",7,1,8000,1,1,,2,,
"db3eff7939cb415299d01db1c37016dd",1,2,6000,2,1,,2,,
"db3eff7939cb415299d01db1c37016dd",3,1,4000,1,1,,2,,
"db3eff7939cb415299d01db1c37016dd",8,1,3500,1,1,,2,,
"db47642e44a24224beaced46bb76490b",1,2,12000,2,1,,2,,
"db47642e44a24224beaced46bb76490b",4,1,4500,1,1,,2,,
"db47642e44a24224beaced46bb76490b",3,1,5000,1,1,,2,,
"db47642e44a24224beaced46bb76490b",5,1,20000,1,1,,2,,
"db47642e44a24224beaced46bb76490b",12,1,9000,1,1,,2,,
"db5bc412d6e449a8879c576f069d2728",22,1,9000,1,1,,2,,
"db5bc412d6e449a8879c576f069d2728",14,0,,0,1,,1,2,40000
"db5bc412d6e449a8879c576f069d2728",3,1,7000,1,1,,2,,
"db5bc412d6e449a8879c576f069d2728",12,1,15000,1,1,,2,,
"db5bc412d6e449a8879c576f069d2728",5,0,,0,1,,1,1,3000
"db5bc412d6e449a8879c576f069d2728",1,5,50000,5,1,,2,,
"db5bc412d6e449a8879c576f069d2728",4,1,6000,1,1,,2,,
"db5d0ba5c29b4ad0869ddf8e90201d9d",14,0,,0,1,,1,1,0
"db5d0ba5c29b4ad0869ddf8e90201d9d",3,1,3000,1,1,,2,,
"db5d0ba5c29b4ad0869ddf8e90201d9d",1,2,5000,2,1,,2,,
"db635523a5904962828e09e34f78976c",1,1,0,1,1,,2,,
"dbb3fcac935542bbb05b624c4c5f290f",3,1,4000,1,1,,2,,
"dbb3fcac935542bbb05b624c4c5f290f",1,5,32000,3,1,,2,,
"dbbd7c7dfaae44e99d67443d23adf8a5",3,0,,0,1,,1,1,0
"dbbd7c7dfaae44e99d67443d23adf8a5",1,3,9000,3,1,,2,,
"dbe0c28d1528449a9858dea474ee5aef",22,1,8000,1,1,,2,,
"dbe0c28d1528449a9858dea474ee5aef",3,1,2500,1,1,,2,,
"dbe0c28d1528449a9858dea474ee5aef",1,3,13000,2,1,,2,,
"dbe0c28d1528449a9858dea474ee5aef",14,0,,0,1,,1,1,0
"dbe940a40a884cbbbfb1a44ada8695ac",12,1,12000,1,1,,2,,
"dbe940a40a884cbbbfb1a44ada8695ac",3,1,10000,1,1,,2,,
"dbe940a40a884cbbbfb1a44ada8695ac",1,3,30000,3,1,,2,,
"dbf651b041b5406f8df94a53523add5c",4,2,6000,2,1,,2,,
"dbf651b041b5406f8df94a53523add5c",1,4,24000,4,1,,2,,
"dbf651b041b5406f8df94a53523add5c",22,2,20000,2,1,,2,,
"dbf651b041b5406f8df94a53523add5c",3,2,6000,2,1,,2,,
"dc2986b159b84770a35675db02f139e1",1,2,16000,2,1,,2,,
"dc2986b159b84770a35675db02f139e1",3,1,4000,1,1,,2,,
"dc2986b159b84770a35675db02f139e1",4,1,5000,1,1,,2,,
"dc307491ec2c4ae89f7eac0acec7ec50",1,4,30000,4,1,,2,,
"dc307491ec2c4ae89f7eac0acec7ec50",3,2,10000,2,1,,2,,
"dc307491ec2c4ae89f7eac0acec7ec50",12,1,10000,1,1,,2,,
"dc323e08e922427885ea975e9bb68cee",22,0,,0,1,,1,1,0
"dc323e08e922427885ea975e9bb68cee",3,1,3000,0,1,,2,,
"dc323e08e922427885ea975e9bb68cee",1,2,5000,2,1,,2,,
"dc6b60dc0d9049f98c71adbdef0ea7bb",1,5,15000,5,1,,2,,
"dc6b60dc0d9049f98c71adbdef0ea7bb",3,2,5000,2,1,,2,,
"dc6b60dc0d9049f98c71adbdef0ea7bb",22,1,5000,1,1,,2,,
"dc6b60dc0d9049f98c71adbdef0ea7bb",19,2,50000,2,1,,2,,
"dc9550e96e4446779a38f05906ea5e11",1,2,20000,2,1,,2,,
"dc959d3ade194df79646dea9ff0ede4a",3,1,5000,1,1,,2,,
"dc959d3ade194df79646dea9ff0ede4a",19,0,,0,1,,1,1,6000
"dc959d3ade194df79646dea9ff0ede4a",1,3,30000,3,1,,2,,
"dca38505f5094514a5c4151ae7ad462d",1,4,50000,4,1,,2,,
"dca38505f5094514a5c4151ae7ad462d",3,1,3000,1,1,,2,,
"dca9d71d07ac40a6ae7eeec1b9cd08b5",3,1,2000,1,1,,2,,
"dca9d71d07ac40a6ae7eeec1b9cd08b5",1,2,8000,2,1,,2,,
"dcab0e4bf2784240bdff1d0e5b222a99",3,1,10000,1,1,,2,,
"dcab0e4bf2784240bdff1d0e5b222a99",1,2,20000,2,1,,2,,
"dcab0e4bf2784240bdff1d0e5b222a99",7,1,15000,1,1,,2,,
"dcab0e4bf2784240bdff1d0e5b222a99",6,0,,0,1,,1,1,80000
"dcab0e4bf2784240bdff1d0e5b222a99",4,1,10000,1,1,,2,,
"dcb504c259974805bec32ad825cbc826",3,1,4000,1,1,,2,,
"dcb504c259974805bec32ad825cbc826",1,4,32000,4,1,,2,,
"dcb53f21e8cc466198e997d2fb5467c7",5,0,,0,1,,1,1,25000
"dcb53f21e8cc466198e997d2fb5467c7",4,0,,0,1,,1,2,3000
"dcb53f21e8cc466198e997d2fb5467c7",1,2,22000,2,1,,2,,
"dcb53f21e8cc466198e997d2fb5467c7",14,0,,0,1,,1,1,15000
"dcd95ba0e9b64beb88152cb57697b4f2",3,1,10000,1,1,,2,,
"dcd95ba0e9b64beb88152cb57697b4f2",1,5,45000,5,1,,2,,
"dcd95ba0e9b64beb88152cb57697b4f2",14,0,,0,1,,1,1,50000
"dce434f8e3f24027b9d4f90e3fd148ec",22,1,3000,1,1,,2,,
"dce434f8e3f24027b9d4f90e3fd148ec",1,2,8000,2,1,,2,,
"dce434f8e3f24027b9d4f90e3fd148ec",3,1,4000,1,1,,2,,
"dd10ba0dc99341458a25c7b81a5b01ef",3,1,4500,1,1,,2,,
"dd10ba0dc99341458a25c7b81a5b01ef",1,3,21000,3,1,,2,,
"dd206ad22331496e9914bfe69dc07517",7,2,5000,2,1,,2,,
"dd206ad22331496e9914bfe69dc07517",3,1,2000,1,1,,2,,
"dd206ad22331496e9914bfe69dc07517",1,2,4000,2,1,,2,,
"dd206ad22331496e9914bfe69dc07517",12,1,5000,1,1,,2,,
"dd206ad22331496e9914bfe69dc07517",4,1,2000,1,1,,2,,
"dd210f05b7b04d1cbc14aa235d69410f",1,2,20000,2,1,,2,,
"dd210f05b7b04d1cbc14aa235d69410f",19,1,50000,1,1,,2,,
"dd210f05b7b04d1cbc14aa235d69410f",3,2,6000,2,1,,2,,
"dd3480cc81654f49a0ce00b49c030744",5,1,65000,1,1,,2,,
"dd3480cc81654f49a0ce00b49c030744",12,1,7000,1,1,,2,,
"dd3480cc81654f49a0ce00b49c030744",4,1,4000,1,1,,2,,
"dd3480cc81654f49a0ce00b49c030744",7,1,4000,1,1,,2,,
"dd3480cc81654f49a0ce00b49c030744",3,3,12000,3,1,,2,,
"dd3480cc81654f49a0ce00b49c030744",1,5,50000,6,1,,2,,
"dd3b116c028646e08d6053498e7e7adc",1,3,24000,3,2,1,,,
"dd40bff42e514379bacfc29d41cead69",1,4,6000,4,1,,2,,
"dd40bff42e514379bacfc29d41cead69",14,1,150000,1,1,,2,,
"dd40bff42e514379bacfc29d41cead69",12,1,5000,1,1,,2,,
"dd40bff42e514379bacfc29d41cead69",7,1,4000,1,1,,2,,
"dd40bff42e514379bacfc29d41cead69",3,1,5000,1,1,,2,,
"dd53075b6ab148ebb04036c88635d714",1,2,10000,1,1,,2,,
"dd53075b6ab148ebb04036c88635d714",3,1,3000,1,1,,2,,
"dd8f707bc0404ad78d72886434c69cd1",8,1,3000,1,1,,2,,
"dd8f707bc0404ad78d72886434c69cd1",1,2,14000,2,1,,2,,
"dd8f707bc0404ad78d72886434c69cd1",12,1,4000,1,1,,2,,
"dd8f707bc0404ad78d72886434c69cd1",3,2,7000,2,1,,2,,
"ddb6d6a53c1f415eb12537da1221e4cb",3,1,4000,1,1,,2,,
"ddb6d6a53c1f415eb12537da1221e4cb",1,2,4000,0,1,,1,2,0
"ddce84cb5ed84dcc88102b30fea18f47",1,3,18000,3,1,,2,,
"ddce84cb5ed84dcc88102b30fea18f47",8,1,2500,1,1,,2,,
"ddce84cb5ed84dcc88102b30fea18f47",3,1,3500,1,1,,2,,
"ddf4f5dafea54f6f8ea064ff80382255",22,1,10000,1,1,,2,,
"ddf4f5dafea54f6f8ea064ff80382255",1,6,36000,6,1,,2,,
"ddf4f5dafea54f6f8ea064ff80382255",14,1,200000,1,1,,2,,
"ddf4f5dafea54f6f8ea064ff80382255",4,0,,0,1,,1,1,0
"ddf4f5dafea54f6f8ea064ff80382255",3,0,,0,1,,1,1,0
"ddf4f5dafea54f6f8ea064ff80382255",13,0,,0,1,,1,1,0
"de0edef11c3d43d38f3dd4feba6a9fb1",1,3,13000,1,1,,2,,
"de30713f1fa94a4f8ebea38f1d1ee317",3,1,5000,1,1,,2,,
"de30713f1fa94a4f8ebea38f1d1ee317",1,1,11000,1,1,,2,,
"de33100b792a468b82861672d9340ef3",1,5,10000,5,1,,2,,
"de33100b792a468b82861672d9340ef3",3,1,4500,1,1,,2,,
"de33100b792a468b82861672d9340ef3",14,1,85000,1,1,,2,,
"de338ded45464f8a966b16b718ccc1a6",4,0,,0,1,,2,,
"de338ded45464f8a966b16b718ccc1a6",22,1,5000,1,1,,2,,
"de338ded45464f8a966b16b718ccc1a6",14,0,,2,1,,2,,
"de338ded45464f8a966b16b718ccc1a6",3,1,2000,1,1,,2,,
"de338ded45464f8a966b16b718ccc1a6",1,3,25000,3,1,,2,,
"de413dde36c14865962c2c14ececa013",19,0,,0,1,,1,2,0
"de413dde36c14865962c2c14ececa013",3,1,7000,1,1,,2,,
"de413dde36c14865962c2c14ececa013",13,1,10000,1,1,,2,,
"de413dde36c14865962c2c14ececa013",1,2,10000,2,1,,2,,
"de5ae2c27aba4940a130e76e7cf0b8e0",4,2,3000,2,1,,2,,
"de5ae2c27aba4940a130e76e7cf0b8e0",22,1,2500,1,1,,2,,
"de5ae2c27aba4940a130e76e7cf0b8e0",1,2,16000,2,1,,2,,
"de5ae2c27aba4940a130e76e7cf0b8e0",3,2,3000,2,1,,2,,
"de5b32d88a9e4e8fb642399220899552",8,1,3000,1,1,,2,,
"de5b32d88a9e4e8fb642399220899552",3,1,4000,1,1,,2,,
"de5b32d88a9e4e8fb642399220899552",13,1,10000,1,1,,2,,
"de5b32d88a9e4e8fb642399220899552",1,2,14000,2,1,,2,,
"de64d77e46e44616b730990929a0a13f",1,6,16000,6,1,,2,,
"de64d77e46e44616b730990929a0a13f",3,3,6000,3,1,,2,,
"de78b2db48d74e4e887180ea216b5484",3,1,4000,1,1,,2,,
"de78b2db48d74e4e887180ea216b5484",1,2,12000,2,1,,2,,
"deae40113d8940099015ccb745a981dc",3,2,5000,2,1,,2,,
"deae40113d8940099015ccb745a981dc",1,3,7000,3,1,,2,,
"deb474ee4cdd400f9d45fc267f196969",4,1,1500,1,1,,2,,
"deb474ee4cdd400f9d45fc267f196969",14,0,,0,1,,2,,
"deb474ee4cdd400f9d45fc267f196969",1,5,6000,5,1,,2,,
"deb474ee4cdd400f9d45fc267f196969",3,1,2500,1,1,,2,,
"deba7803811c4dde9db8f82213059a54",4,1,1000,1,1,,2,,
"deba7803811c4dde9db8f82213059a54",1,2,4000,1,1,,2,,
"deba7803811c4dde9db8f82213059a54",3,1,3000,1,1,,2,,
"deba7803811c4dde9db8f82213059a54",7,1,3000,1,1,,2,,
"deba7803811c4dde9db8f82213059a54",12,1,4000,1,1,,2,,
"deba7803811c4dde9db8f82213059a54",14,1,80000,1,1,,2,,
"deba7803811c4dde9db8f82213059a54",5,1,40000,1,1,,2,,
"ded764e83b8a47319d2fa31b93066cba",3,1,8000,1,1,,2,,
"ded764e83b8a47319d2fa31b93066cba",1,1,10000,1,1,,2,,
"dedaf0b9ee24480f84bdcec246a10a23",3,1,5000,1,1,,2,,
"dedaf0b9ee24480f84bdcec246a10a23",5,1,50000,1,1,,2,,
"dedaf0b9ee24480f84bdcec246a10a23",12,2,10000,2,1,,2,,
"dedaf0b9ee24480f84bdcec246a10a23",7,1,10000,1,1,,2,,
"dedaf0b9ee24480f84bdcec246a10a23",13,1,10000,1,1,,2,,
"dedaf0b9ee24480f84bdcec246a10a23",1,2,20000,2,1,,2,,
"df0183ce430a4e60ab1c7bb31a445492",1,6,36000,6,1,,2,,
"df0183ce430a4e60ab1c7bb31a445492",3,1,5000,1,1,,1,1,0
"df0183ce430a4e60ab1c7bb31a445492",12,1,4500,1,1,,2,,
"df0183ce430a4e60ab1c7bb31a445492",4,3,17000,3,1,,2,,
"df0b22f356fa42a0a3acfb7ff92c46f5",3,2,15000,2,1,,1,1,0
"df0b22f356fa42a0a3acfb7ff92c46f5",4,2,15000,2,1,,2,,
"df0b22f356fa42a0a3acfb7ff92c46f5",1,3,30000,3,1,,2,,
"df0b22f356fa42a0a3acfb7ff92c46f5",12,1,10000,1,1,,2,,
"df0b22f356fa42a0a3acfb7ff92c46f5",19,1,35000,1,1,,1,1,0
"df0f502196f94b519d8093519a257361",12,1,5000,1,1,,2,,
"df0f502196f94b519d8093519a257361",3,1,3000,2,1,,2,,
"df0f502196f94b519d8093519a257361",1,3,10000,3,1,,2,,
"df0f502196f94b519d8093519a257361",14,0,,0,1,,1,6,60000
"df0ff958ed734a3baeb9c6a6f9750514",19,1,60000,1,1,,2,,
"df0ff958ed734a3baeb9c6a6f9750514",4,2,14000,2,1,,2,,
"df0ff958ed734a3baeb9c6a6f9750514",12,1,4000,4,1,,2,,
"df0ff958ed734a3baeb9c6a6f9750514",13,2,16000,2,1,,2,,
"df0ff958ed734a3baeb9c6a6f9750514",5,1,40000,1,1,,2,,
"df0ff958ed734a3baeb9c6a6f9750514",1,8,72000,8,1,,2,,
"df0ff958ed734a3baeb9c6a6f9750514",3,3,21000,3,1,,2,,
"df1267c3b0e340e8b42781223a0d7f39",3,1,2000,1,1,,2,,
"df1267c3b0e340e8b42781223a0d7f39",4,1,2000,1,1,,2,,
"df1267c3b0e340e8b42781223a0d7f39",1,4,20000,4,1,,2,,
"df1267c3b0e340e8b42781223a0d7f39",12,1,2000,1,1,,2,,
"df12a5d33da44ea882b18c6806dc5b2c",4,0,,0,1,,1,3,0
"df12a5d33da44ea882b18c6806dc5b2c",3,0,,1,1,,1,1,0
"df12a5d33da44ea882b18c6806dc5b2c",19,0,,0,1,,1,1,0
"df12a5d33da44ea882b18c6806dc5b2c",1,4,28000,4,1,,2,,
"df12a5d33da44ea882b18c6806dc5b2c",12,1,5000,1,1,,2,,
"df12a5d33da44ea882b18c6806dc5b2c",13,1,8000,1,1,,2,,
"df1e28369a16419d86e1dcaeb73a1292",1,3,10000,3,1,,2,,
"df1e28369a16419d86e1dcaeb73a1292",19,1,40000,1,1,,2,,
"df1e28369a16419d86e1dcaeb73a1292",7,1,2000,1,1,,2,,
"df1e28369a16419d86e1dcaeb73a1292",12,1,2000,1,1,,2,,
"df1e28369a16419d86e1dcaeb73a1292",3,1,2000,1,1,,2,,
"df1f06cda66b44f38e4c6ba5b626820e",3,2,4000,0,1,,2,,
"df1f06cda66b44f38e4c6ba5b626820e",19,0,,0,1,,1,1,0
"df1f06cda66b44f38e4c6ba5b626820e",22,1,4000,1,1,,2,,
"df1f06cda66b44f38e4c6ba5b626820e",1,2,5000,2,1,,2,,
"df1f06cda66b44f38e4c6ba5b626820e",12,1,3000,1,1,,2,,
"df875f34f4c0463194a727723197829f",4,1,7000,1,1,,2,,
"df875f34f4c0463194a727723197829f",1,3,30000,3,1,,2,,
"df875f34f4c0463194a727723197829f",19,1,60000,1,1,,2,,
"df875f34f4c0463194a727723197829f",13,1,10000,1,1,,2,,
"df875f34f4c0463194a727723197829f",3,2,14000,2,1,,2,,
"dfac01ee641c41d397fec89e8b418362",1,5,50000,5,1,,2,,
"dfac01ee641c41d397fec89e8b418362",4,0,,1,1,,2,,
"dfac01ee641c41d397fec89e8b418362",3,0,,1,1,,2,,
"dfac01ee641c41d397fec89e8b418362",14,0,,0,1,,2,,
"dfb72584ff1640ff96149dd0a8f2cd48",1,2,8500,1,1,,1,1,0
"dfb72584ff1640ff96149dd0a8f2cd48",4,1,2000,1,1,,1,1,0
"dfb72584ff1640ff96149dd0a8f2cd48",3,1,2000,1,1,,2,,
"dfe74e541ed746b8add1788af91f3ed8",4,1,5000,1,1,,2,,
"dfe74e541ed746b8add1788af91f3ed8",1,2,10000,2,1,,2,,
"dfe74e541ed746b8add1788af91f3ed8",3,3,9000,2,1,,2,,
"dfe74e541ed746b8add1788af91f3ed8",13,1,10000,1,1,,2,,
"dfe74e541ed746b8add1788af91f3ed8",22,1,10000,1,1,,2,,
"e040f9b2e31f4e828b46e8f9b5367268",3,2,8000,2,1,,2,,
"e040f9b2e31f4e828b46e8f9b5367268",12,1,4000,1,1,,2,,
"e040f9b2e31f4e828b46e8f9b5367268",1,4,26000,4,1,,2,,
"e0529a18fd5a48ee8dbca44714f819e4",1,4,40000,4,1,,2,,
"e0529a18fd5a48ee8dbca44714f819e4",3,1,6000,1,1,,2,,
"e09db7b3f5e244dc9c992509af84b842",22,1,6000,1,1,,2,,
"e09db7b3f5e244dc9c992509af84b842",3,1,2000,1,1,,2,,
"e09db7b3f5e244dc9c992509af84b842",12,1,3000,1,1,,2,,
"e09db7b3f5e244dc9c992509af84b842",1,3,10000,4,1,,2,,
"e0a35de7a3ab4506a26d478156e03755",12,1,10000,0,1,,2,,
"e0a35de7a3ab4506a26d478156e03755",1,3,30000,3,1,,2,,
"e0a35de7a3ab4506a26d478156e03755",3,1,8000,0,1,,2,,
"e0af6581e4804877ac5ba292552a8ac3",12,1,2000,1,1,,2,,
"e0af6581e4804877ac5ba292552a8ac3",7,1,15000,1,1,,2,,
"e0af6581e4804877ac5ba292552a8ac3",1,4,15000,4,1,,2,,
"e0af6581e4804877ac5ba292552a8ac3",4,1,2000,1,1,,2,,
"e0af6581e4804877ac5ba292552a8ac3",3,2,4000,2,1,,2,,
"e0af6581e4804877ac5ba292552a8ac3",5,1,30000,1,1,,2,,
"e0b7a6329e394fb8a9432b1088ebb369",4,1,5000,1,1,,2,,
"e0b7a6329e394fb8a9432b1088ebb369",19,1,40000,1,1,,2,,
"e0b7a6329e394fb8a9432b1088ebb369",13,1,10000,1,1,,2,,
"e0b7a6329e394fb8a9432b1088ebb369",1,4,40000,4,1,,2,,
"e0b7a6329e394fb8a9432b1088ebb369",3,2,8000,2,1,,2,,
"e0c2784f134e4d5281e6f09a0e3ccd42",4,0,,1,1,,1,1,0
"e0c2784f134e4d5281e6f09a0e3ccd42",1,2,10000,2,1,,2,,
"e0c2784f134e4d5281e6f09a0e3ccd42",3,1,2000,1,1,,2,,
"e0c2784f134e4d5281e6f09a0e3ccd42",19,0,,0,1,,1,1,2000
"e0c4f4458c6d45c3b8f5ab2aabbadc85",4,2,16000,2,1,,2,,
"e0c4f4458c6d45c3b8f5ab2aabbadc85",3,2,13000,2,1,,2,,
"e0c4f4458c6d45c3b8f5ab2aabbadc85",5,1,90000,1,1,,2,,
"e0c4f4458c6d45c3b8f5ab2aabbadc85",1,3,25000,3,1,,2,,
"e0c4f4458c6d45c3b8f5ab2aabbadc85",12,10,60000,10,1,,2,,
"e0e5c59882a04abeb550377d95a153ff",8,1,3000,1,1,,2,,
"e0e5c59882a04abeb550377d95a153ff",3,2,6000,2,1,,2,,
"e0e5c59882a04abeb550377d95a153ff",1,3,22000,2,1,,2,,
"e10fa4e77e8b4e9494057c0ff03d5a4f",5,1,80000,2,1,,2,,
"e10fa4e77e8b4e9494057c0ff03d5a4f",1,4,25000,4,1,,2,,
"e10fa4e77e8b4e9494057c0ff03d5a4f",3,2,8000,2,1,,2,,
"e10fa4e77e8b4e9494057c0ff03d5a4f",12,2,8000,2,1,,2,,
"e134efcd428440bf9679a2776f189fbf",1,2,16000,2,1,,2,,
"e134efcd428440bf9679a2776f189fbf",3,1,5000,1,1,,2,,
"e13e814ea3044d199c7809229a709a16",3,1,2000,1,1,,2,,
"e13e814ea3044d199c7809229a709a16",1,4,12000,4,1,,2,,
"e152b42c97104718aec92008671c5a49",12,1,5000,1,1,,2,,
"e152b42c97104718aec92008671c5a49",1,5,30000,3,1,,2,,
"e152b42c97104718aec92008671c5a49",3,1,5000,1,1,,2,,
"e1574e4773b548a090ee537919713b0c",1,6,30000,6,1,,2,,
"e1574e4773b548a090ee537919713b0c",14,1,140000,1,1,,2,,
"e1574e4773b548a090ee537919713b0c",12,5,30000,5,1,,2,,
"e1574e4773b548a090ee537919713b0c",3,2,7000,2,1,,2,,
"e1574e4773b548a090ee537919713b0c",4,5,10000,5,1,,2,,
"e1621d847f2b4c89a3f90a9bd772a15a",1,2,12000,2,1,,2,,
"e1621d847f2b4c89a3f90a9bd772a15a",3,1,3000,4,1,,2,,
"e16430700605483094eb2241798d8b12",3,1,4000,1,1,,2,,
"e16430700605483094eb2241798d8b12",1,4,40000,0,1,,2,,
"e16705f59aef4668ab4b2eba8162f925",1,3,18000,3,1,,2,,
"e175581652a54d719eefd6717694abdd",1,1,4000,2,1,,2,,
"e175581652a54d719eefd6717694abdd",22,0,,0,1,,2,,
"e175581652a54d719eefd6717694abdd",3,0,,0,1,,1,1,0
"e18770e2f8654cf492a5078eef55795f",8,1,3000,1,1,,2,,
"e18770e2f8654cf492a5078eef55795f",3,2,13000,2,1,,2,,
"e18770e2f8654cf492a5078eef55795f",13,1,5000,1,1,,2,,
"e18770e2f8654cf492a5078eef55795f",12,1,3000,1,1,,2,,
"e18770e2f8654cf492a5078eef55795f",1,5,40000,6,1,,2,,
"e18e3ded6e684e3b9492a55090893950",1,2,14000,0,1,,2,,
"e18e3ded6e684e3b9492a55090893950",14,1,150000,1,1,,2,,
"e18e3ded6e684e3b9492a55090893950",4,1,5500,1,1,,2,,
"e18e3ded6e684e3b9492a55090893950",12,1,5500,1,1,,2,,
"e1b4ec4ceb7748b3aaff2448cbaa4006",1,2,20000,2,1,,2,,
"e1b4ec4ceb7748b3aaff2448cbaa4006",14,0,,0,1,,1,1,90000
"e1b4ec4ceb7748b3aaff2448cbaa4006",5,1,75000,1,1,,2,,
"e1b4ec4ceb7748b3aaff2448cbaa4006",3,1,6000,1,1,,2,,
"e1b9ef12df374cc7a3310c77f9b2049d",1,6,40000,0,1,,2,,
"e1b9ef12df374cc7a3310c77f9b2049d",4,1,3000,1,1,,2,,
"e1b9ef12df374cc7a3310c77f9b2049d",12,1,5000,1,1,,2,,
"e1b9ef12df374cc7a3310c77f9b2049d",3,2,4000,2,1,,2,,
"e1c2d05aa48f4dda8445d06ec8ef2956",3,1,2000,1,1,,2,,
"e1c2d05aa48f4dda8445d06ec8ef2956",4,1,2000,1,1,,2,,
"e1c2d05aa48f4dda8445d06ec8ef2956",1,2,6000,2,1,,2,,
"e1e4f600d96d467f8131e66be3ef1571",3,1,4000,1,1,,2,,
"e1e4f600d96d467f8131e66be3ef1571",1,3,20000,3,1,,2,,
"e2003f17fe5e4ac49e2c9db3398d75c0",1,2,18000,2,1,,1,3,0
"e2003f17fe5e4ac49e2c9db3398d75c0",3,1,6000,1,1,,2,,
"e2003f17fe5e4ac49e2c9db3398d75c0",4,0,,0,1,,1,3,6000
"e208035794a945d8a742e18aff2925ec",4,0,,0,1,,1,1,0
"e208035794a945d8a742e18aff2925ec",3,0,,0,1,,1,1,0
"e208035794a945d8a742e18aff2925ec",6,0,,0,1,,1,1,80000
"e208035794a945d8a742e18aff2925ec",1,2,10000,2,1,,2,,
"e209e9a91faf40ac8d7f623739910f8b",1,2,7000,2,1,,2,,
"e209e9a91faf40ac8d7f623739910f8b",3,1,3000,1,1,,2,,
"e209e9a91faf40ac8d7f623739910f8b",8,1,1500,1,1,,2,,
"e2129f8175624a4cb4b7928b8a3e3048",7,1,2000,1,1,,2,,
"e2129f8175624a4cb4b7928b8a3e3048",1,2,10000,4,1,,2,,
"e2129f8175624a4cb4b7928b8a3e3048",14,1,80000,1,1,,2,,
"e2129f8175624a4cb4b7928b8a3e3048",12,1,3000,1,1,,2,,
"e2129f8175624a4cb4b7928b8a3e3048",4,1,2000,1,1,,2,,
