"hhid","parcelID","pltid","cropID","s5aq05_1","s5aq05_2","harvest","s5aq06b_1","s5aq06a_1","s5aq06c_1","s5aq06d_1","s5aq06e_1","s5aq06e_1_1","s5aq06f_1","s5aq06f_1_1","s5aq06a_1_1","s5aq06a_2_1","s5aq06a3_1","s5aq06a4_1","s5aq07a_1","s5aq07b_1","s5aq07c_1","s5aq08_1","s5aq09_1","s5aq10_1","s5aq11e_1","s5aq11f_1","s5aq11g_1","s5aq11h_1","s5aq12_1","s5aq13_1","s5aq14a_1","s5aq14b_1","s5aq15_1","s5aq16_1","s5aq17_1","s5aq18_1","s5aq19_1","s5aq20_1","s5aq21_1","s5aq22_1","s5aq23a_1","s5aq23b_1","s5aq06b_2","s5aq06a_2","s5aq06c_2","s5aq06d_2","s5aq06e_2","s5aq06e_1_2","s5aq06f_2","s5aq06f_1_2","s5aq06a_1_2","s5aq06a_2_2","s5aq06a3_2","s5aq06a4_2","s5aq07a_2","s5aq07b_2","s5aq07c_2","s5aq08_2","s5aq09_2","s5aq10_2","s5aq11e_2","s5aq11f_2","s5aq11g_2","s5aq11h_2","s5aq12_2","s5aq13_2","s5aq14a_2","s5aq14b_2","s5aq15_2","s5aq16_2","s5aq17_2","s5aq18_2","s5aq19_2","s5aq20_2","s5aq21_2","s5aq23a_2","s5aq23b_2","harvest1","s5aq06b_11","s5aq06a_11","s5aq06c_11","s5aq06d_11","s5aq06e_11","s5aq06e_1_11","s5aq06f_11","s5aq06f_1_11","s5aq06a_1_11","s5aq06a_2_11","s5aq06a3_11","s5aq06a4_11","s5aq07a_11","s5aq07b_11","s5aq07c_11","s5aq08_11","s5aq09_11","s5aq10_11","s5aq11e_11","s5aq11f_11","s5aq11g_11","s5aq11h_11","s5aq12_11","s5aq13_11","s5aq14a_11","s5aq14b_11","s5aq15_11","s5aq16_11","s5aq17_11","s5aq18_11","s5aq19_11","s5aq20_11","s5aq21_11","s5aq22_11","s5aq23a_11","s5aq23b_11","s5aq06b_21","s5aq06a_21","s5aq06c_21","s5aq06d_21","s5aq06e_21","s5aq06e_1_21","s5aq06f_21","s5aq06f_1_21","s5aq06a_1_21","s5aq06a_2_21","s5aq06a3_21","s5aq06a4_21","s5aq07a_21","s5aq07b_21","s5aq07c_21","s5aq08_21","s5aq09_21","s5aq10_21","s5aq11e_21","s5aq11f_21","s5aq11g_21","s5aq11h_21","s5aq12_21","s5aq13_21","s5aq14a_21","s5aq14b_21","s5aq15_21","s5aq16_21","s5aq17_21","s5aq18_21","s5aq19_21","s5aq20_21","s5aq21_21","s5aq23a_21","s5aq23b_21"
"b1d7d261c890446e99c3451b9dd31204",2,1,741,1,2,1,68,60,20,18,7,2018,12,2018,1,1,,,60,20,68,720000,2,0,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b1dadb98e37a4262905f2e07f808632a",1,1,130,2,2,1,10,0.5,23,40,11,2018,11,2018,1,2,,,0,,,,,,,,,,0.1,0.4,0,0,0,0,,6,2,,0,,2,,10,2,45,110,12,2018,1,2019,1,2,,,1,45,10,55000,2,0,1,2,,,0,1,0,0,0,0,,4,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b1dadb98e37a4262905f2e07f808632a",1,2,620,2,2,1,10,1.5,20,120,1,2019,1,2019,1,2,,,0,,,,,,,,,,0,1.5,0,0,0,0,,6,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b1dadb98e37a4262905f2e07f808632a",1,3,141,2,2,1,10,1,35,80,11,2018,11,2018,1,2,,,0.5,35,10,20000,2,0,1,2,,,0,0.5,0,0,0,0,,4,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b216b38acae14b0fa6f203c0281e1251",1,1,640,1,2,1,37,3,20,20,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b216b38acae14b0fa6f203c0281e1251",1,1,741,1,2,1,68,18,20,9,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,18,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b216b38acae14b0fa6f203c0281e1251",1,1,811,1,2,1,10,1,20,100,7,2018,12,2018,1,1,,,1,20,10,70000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b21dd9c657fa4b43814e9d4ebc1330a2",1,1,742,1,2,1,69,110,20,3,7,2018,12,2018,1,1,,,110,20,69,66000,2,0,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b21dd9c657fa4b43814e9d4ebc1330a2",1,1,741,1,2,1,69,9,20,11,8,2018,12,2018,1,1,,,0,,,,,,,,,,2,7,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b21dd9c657fa4b43814e9d4ebc1330a2",1,1,811,1,2,1,1,300,24,1,1,2018,10,2018,1,1,,,300,24,1,300000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b21dd9c657fa4b43814e9d4ebc1330a2",1,2,210,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b21dd9c657fa4b43814e9d4ebc1330a2",1,3,620,1,2,1,10,1.5,20,150,12,2018,3,2019,1,1,,,0,,,,,,,,,,0,1.5,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b21dd9c657fa4b43814e9d4ebc1330a2",1,4,310,1,2,1,22,0.5,42,5,1,2019,1,2019,1,1,,,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b21dd9c657fa4b43814e9d4ebc1330a2",1,4,130,1,2,1,39,5,21,7,1,2019,1,2019,1,1,,,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25338e731d649f39ae383e5650f0fa1",1,1,741,2,2,1,68,35,20,15,7,2018,12,2018,2,,2,,0,,,,,,,,,,0,35,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25338e731d649f39ae383e5650f0fa1",2,1,741,2,2,1,68,46,20,15,7,2018,12,2018,2,,2,,5,20,68,50000,2,0,2,,2,,0,41,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25338e731d649f39ae383e5650f0fa1",3,1,620,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",1,1,741,2,2,1,68,84,20,20,7,2018,12,2018,1,1,,,12,20,68,60000,2,0,2,,1,2,2,70,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",1,1,742,2,2,1,68,30,20,20,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,0,30,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",1,2,210,2,2,1,20,2,45,20,12,2018,12,2018,1,2,,,0,,,,,,,,,,0,1,0,0,1,0,,3,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",1,2,130,2,2,1,90,3,23,10,12,2018,12,2018,1,2,,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",3,1,742,2,2,1,68,24,20,20,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,0,24,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",3,1,741,2,2,1,68,78,20,20,7,2018,12,2018,2,,1,2,18,20,68,90000,2,0,2,,2,,0,60,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",3,1,811,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",3,2,210,2,2,1,22,12,24,13,11,2018,12,2018,1,2,,,0,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,2,,20,2,24,20,12,2018,12,2018,1,2,,,1,24,20,30000,5,0,1,2,,,0,1,0,0,0,0,,6,2,,0,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",4,1,741,2,2,1,68,120,20,18,7,2018,12,2018,1,1,,,40,20,68,240000,2,0,2,,1,2,10,70,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b25fa7e0585447939c37bedcb2b795de",4,1,742,2,2,1,68,30,20,20,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,0,30,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b2c20200638749669e0a8205da4d5777",1,1,320,1,2,1,22,4,35,15,12,2018,12,2018,2,,1,2,2,35,22,40000,2,0,2,,1,2,0.25,1.5,0,0,0.25,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b2c20200638749669e0a8205da4d5777",1,2,210,1,2,1,22,2.5,35,25,10,2018,10,2018,2,,1,2,0,,,,,,,,,,0.25,1.25,0,0,1,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b2c20200638749669e0a8205da4d5777",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b2cf8e520bcf4bcbade9e01df5cefd25",1,1,630,5,2,2,10,6,40,70,4,2019,9,2019,2,,1,5,2,40,10,96000,4,0,2,,1,5,0,3.75,0,0,0,0,,4,1,4,0.25,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,4,40,75,9,2019,11,2019,2,,1,5,1,40,10,48000,4,0,2,,1,5,0,3,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b2cf8e520bcf4bcbade9e01df5cefd25",2,1,811,5,2,1,1,120,44,1,7,2018,12,2018,2,,1,5,120,44,1,360000,3,0,2,,1,5,0,0,0,0,0,0,,6,1,4,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b2cf8e520bcf4bcbade9e01df5cefd25",2,1,741,5,2,1,68,28,20,20,7,2018,12,2018,2,,1,5,20,20,68,8000,4,0,2,,1,5,2,6,0,0,0,0,,96,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b304b9aac6f64ce2bbd169da0b8566fd",1,1,620,1,2,1,10,4,20,120,10,2018,2,2019,2,,5,6,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b304b9aac6f64ce2bbd169da0b8566fd",2,1,120,1,2,1,10,5,45,100,12,2018,12,2018,2,,5,6,5,45,10,1200000,2,0,2,,5,6,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b304b9aac6f64ce2bbd169da0b8566fd",3,1,630,1,2,1,10,6,40,80,12,2018,3,2019,2,,5,6,0,,,,,,,,,,0,6,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b304b9aac6f64ce2bbd169da0b8566fd",6,1,320,1,2,1,1,10,45,1,11,2018,11,2018,2,,5,6,0,,,,,,,,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3767470d6d74c919b0527a9b6956c38",1,1,310,2,2,1,1,10,45,10,11,2018,11,2018,2,,1,2,0,,,,,,,,,,3,7,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3767470d6d74c919b0527a9b6956c38",1,1,130,2,2,1,12,1,12,40,11,2018,12,2018,2,,1,2,0,,,,,,,,,,0.2,0.8,0,0,0,0,,6,2,,0,,2,,10,1.5,45,100,1,2019,1,2019,2,,1,2,0,,,,,,,,,,0.1,1.4,0,0,0,0,,4,2,,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b388d412cb444c89b5de405dc4318c87",1,1,340,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3cf8f97e1874ccdba4f9a7dbbb7e279",1,1,741,1,2,1,69,35,20,10,7,2018,12,2018,1,1,,,0,,,,,,,,,,0,35,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3cf8f97e1874ccdba4f9a7dbbb7e279",1,2,210,1,2,1,1,12,24,1,11,2018,11,2018,1,1,,,0,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,2,,1,50,35,,12,2018,12,2018,1,1,,,0,,,,,,,,,,0,32,0,0,18,0,,4,2,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3cf8f97e1874ccdba4f9a7dbbb7e279",1,3,130,1,2,1,10,1,45,100,1,2019,1,2019,1,1,,,0,,,,,,,,,,0,0.25,0,0,0,0,,4,2,,0.75,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3cf8f97e1874ccdba4f9a7dbbb7e279",3,1,210,1,2,1,20,2,35,20,12,2018,12,2018,1,1,,,1,35,20,15000,2,0,1,1,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3cf8f97e1874ccdba4f9a7dbbb7e279",3,2,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3cf8f97e1874ccdba4f9a7dbbb7e279",3,3,620,1,2,1,22,18,20,10,9,2018,3,2019,1,1,,,0,,,,,,,,,,0,18,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3d8fc44948248aa9d1f4543f23f0eb0",1,1,141,1,2,1,38,1,45,10,1,2019,1,2019,1,1,,,0,,,,,,,,,,0,1,0,0,0,0,,4,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b3d8fc44948248aa9d1f4543f23f0eb0",1,2,620,1,2,1,22,2,20,15,3,2019,4,2019,1,1,,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",1,1,210,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",1,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",1,1,130,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",1,1,741,1,2,1,68,30,20,12,7,2018,12,2018,1,1,,,15,20,68,150000,2,0,1,1,,,5,10,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",1,1,811,1,2,1,1,120,24,1,10,2018,12,2018,1,1,,,120,24,1,96000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",2,1,741,1,2,1,68,42,20,14,7,2018,12,2018,1,1,,,20,20,68,200000,2,0,1,1,,,2,20,0,0,0,0,,6,2,,0,,2,,69,15,20,5,7,2018,12,2018,1,1,,,0,,,,,,,,,,5,10,0,0,0,0,,6,2,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",2,1,210,1,2,1,39,12,24,2.5,11,2018,11,2018,1,1,,,0,,,,,,,,,,10,2,0,0,0,0,,6,2,,0,,3,,1,50,45,,11,2018,11,2018,1,1,,,30,45,1,60000,2,0,1,1,,,5,10,0,0,5,0,,4,2,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",2,1,811,1,2,1,1,40,24,1,10,2018,12,2018,1,1,,,40,24,1,48000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b41fde9e216b45a0ae969f0ab7575d9a",2,1,130,1,2,1,1,40,45,1,2,2018,2,2018,1,1,,,40,45,1,20000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b4309d1edc87496e83d28b1134440537",2,1,630,2,2,1,10,4,99,100,12,2018,12,2018,2,,1,2,1,99,10,55000,3,0,2,,1,2,1,1.5,0,0,0,0,,4,1,4,0.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b443e69b745a4e639d5c5fbc2ca2747d",1,1,741,9,2,1,10,90,20,7,8,2018,12,2018,2,,1,9,0,,,,,,,,,,0,90,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b443e69b745a4e639d5c5fbc2ca2747d",1,1,811,9,2,1,10,3,35,80,12,2018,12,2018,2,,1,9,3,35,10,420000,2,0,2,,1,9,0,0,0,0,0,0,,4,1,4,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b443e69b745a4e639d5c5fbc2ca2747d",1,1,870,9,2,1,1,5,24,1,12,2018,12,2018,2,,1,9,5,24,1,250000,2,0,2,,1,9,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
