"hhid","parcelID","pltid","cropID","s5bq05_1","s5bq05_2","harvest_b","s5bq06b_1","s5bq06a_1","s5bq06c_1","s5bq06d_1","s5bq06e_1","s5bq06e_1_1","s5bq06f_1","s5bq06f_1_1","s5bq06a_1_1","s5bq06a_2_1","s5bq06a3_1","s5bq06a4_1","s5bq07a_1","s5bq07b_1","s5bq07c_1","s5bq08_1","s5bq09_1","s5bq10_1","s5bq11e_1","s5bq11f_1","s5bq11g_1","s5bq11h_1","s5bq12_1","s5bq13_1","s5bq14a_1","s5bq14b_1","s5bq15_1","s5bq16_1","s5bq17_1","s5bq18_1","s5bq19_1","s5bq20_1","s5bq21_1","s5bq22_1","s5bq23a_1","s5bq23b_1","s5bq06b_2","s5bq06a_2","s5bq06c_2","s5bq06d_2","s5bq06e_2","s5bq06e_1_2","s5bq06f_2","s5bq06f_1_2","s5bq06a_1_2","s5bq06a_2_2","s5bq06a3_2","s5bq06a4_2","s5bq07a_2","s5bq07b_2","s5bq07c_2","s5bq08_2","s5bq09_2","s5bq10_2","s5bq11e_2","s5bq11f_2","s5bq11g_2","s5bq11h_2","s5bq12_2","s5bq13_2","s5bq14a_2","s5bq14b_2","s5bq15_2","s5bq16_2","s5bq17_2","s5bq18_2","s5bq19_2","s5bq20_2","s5bq21_2","s5bq23a_2","s5bq23b_2"
"cc7b17511ccd4271878ba3991c46cf7d",4,1,310,1,2,1,9,4,44,45,8,2019,8,2019,2,,1,2,0,,,,,,,,,,0.5,0.5,0,0,1,0,,4,2,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cca67714dc9445bb8b4d1d2e697f0524",1,1,741,1,2,1,69,72,20,8,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,72,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cca67714dc9445bb8b4d1d2e697f0524",1,1,630,6,2,1,12,4,20,50,11,2019,2,2020,2,,1,2,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ccd2816d54c1480f9e2217613d9782c7",1,3,130,1,2,1,10,1,45,100,7,2019,7,2019,2,,1,4,1,45,10,50000,2,,2,,1,4,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ccd2816d54c1480f9e2217613d9782c7",1,3,210,1,2,1,22,2,24,15,5,2019,6,2019,2,,1,4,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,20,3,45,20,6,2019,6,2019,2,,1,4,2,45,20,70000,2,0,2,,1,4,0,0.5,0,0,0.5,0,,4,2,,0,3,
"ccd2816d54c1480f9e2217613d9782c7",1,2,420,1,2,1,22,10,20,15,7,2019,8,2019,2,,1,4,8,20,22,120000,2,,2,,1,4,1,1,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ccd2816d54c1480f9e2217613d9782c7",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ccd2816d54c1480f9e2217613d9782c7",1,1,130,1,2,1,22,1,22,15,7,2019,7,2019,2,,1,6,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,1,200,45,,7,2019,7,2019,2,,1,4,150,45,1,150000,2,0,2,,1,4,0,40,0,0,10,0,,4,2,,0,3,
"ccd2816d54c1480f9e2217613d9782c7",2,1,310,1,2,1,22,8,42,15,6,2019,6,2019,2,,1,4,0,,,,,,,,,,1,4,0,0,3,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd277a80d89b479aa6b5e7c605db0fd8",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd277a80d89b479aa6b5e7c605db0fd8",3,1,141,1,2,1,10,4,45,110,8,2019,8,2019,1,1,1,,2,45,10,120000,2,,1,1,,,1,0.5,0,0,0,0,,4,1,3,0.5,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd277a80d89b479aa6b5e7c605db0fd8",1,1,130,1,2,1,1,400,45,1,7,2019,7,2019,1,1,1,,300,45,1,150000,2,,1,1,,,60,40,0,0,0,0,,4,1,3,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd388b074b3d442e8503d546f47a8219",1,1,812,3,2,1,10,1.5,24,100,2,2019,5,2019,2,,1,2,1.5,24,10,225000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd388b074b3d442e8503d546f47a8219",1,1,741,3,2,1,68,32,20,18,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,32,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd465dbb23334472aefd11c762f945e2",2,2,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd465dbb23334472aefd11c762f945e2",2,4,530,2,2,1,1,128,40,1,6,2019,7,2019,1,1,1,,128,40,83,600000,96,,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd465dbb23334472aefd11c762f945e2",2,3,223,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd465dbb23334472aefd11c762f945e2",1,1,530,2,2,1,1,150,40,1,5,2019,7,2019,2,,1,2,150,40,1,480000,96,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd465dbb23334472aefd11c762f945e2",2,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd465dbb23334472aefd11c762f945e2",2,3,340,2,2,1,22,3,45,16,7,2019,8,2019,2,,1,2,1,45,22,35000,4,,1,2,,,0.5,0.5,0,0,0,0,,4,2,,0.5,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd69d221c2734b0b96a39a5c1c78920a",1,3,130,3,2,1,12,1,24,40,6,2019,6,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,12,1,45,50,7,2019,7,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,0,0,,4,1,3,0,2,
"cd69d221c2734b0b96a39a5c1c78920a",1,2,741,3,2,1,69,90,40,6,1,2019,6,2019,2,,1,3,0,,,,,,,,,,0,90,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd69d221c2734b0b96a39a5c1c78920a",1,4,310,3,2,1,12,1,35,40,7,2019,7,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,0,0,,4,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd69d221c2734b0b96a39a5c1c78920a",1,2,630,3,2,1,10,1,20,120,10,2019,12,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd69d221c2734b0b96a39a5c1c78920a",1,3,210,3,2,1,12,1,24,40,6,2019,6,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,12,1,35,50,7,2019,7,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,0,0,,4,1,3,0,2,
"cd69d221c2734b0b96a39a5c1c78920a",1,1,812,3,2,1,1,40,24,1,6,2019,6,2019,2,,1,3,40,24,1,50000,2,,2,,1,3,0,0,0,0,0,0,,4,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd6afdac58874d0fb9440986d2ee2419",1,2,310,1,2,1,22,2,32,14,8,2019,8,2019,1,1,1,,0,,,,,,,,,,0,0.25,0,0,0,0,,6,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd6afdac58874d0fb9440986d2ee2419",2,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd6afdac58874d0fb9440986d2ee2419",1,1,130,1,2,1,22,5,22,14,7,2019,8,2019,1,1,1,,3,22,22,10000,4,,1,1,,,0,2,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",1,1,811,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",3,1,741,1,2,1,67,13,20,16,1,2019,6,2019,2,,1,2,0,,,,,,,,,,3,10,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",4,1,741,2,2,1,68,10,20,13,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",1,1,741,1,2,1,68,10,20,13,1,2019,6,2019,2,,1,2,0,,,,,,,,,,1,9,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",4,1,811,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",1,1,744,1,2,1,67,15,20,10,1,2019,6,2019,2,,1,2,9,20,67,150000,2,,2,,1,2,0,1,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",3,1,811,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",4,1,210,1,2,1,1,8,45,1,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,8,0,0,0,0,,4,1,3,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cd7d1e66e898489eb998eea7bf94ec5a",3,1,210,1,2,1,1,20,45,1,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,20,0,0,0,0,,4,1,3,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cddd06b877374997a32689a0d5302536",1,1,741,2,2,1,68,36,20,15,2,2019,6,2019,2,,1,2,0,,,,,,,,,,0,36,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cddd06b877374997a32689a0d5302536",2,1,620,2,2,1,22,12,20,15,8,2019,10,2019,2,,1,2,12,20,22,72000,2,,2,,1,2,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cddd06b877374997a32689a0d5302536",1,1,210,2,2,1,22,3,24,15,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cddd06b877374997a32689a0d5302536",2,2,210,2,2,1,22,2,24,15,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cddd06b877374997a32689a0d5302536",1,2,620,2,2,1,22,28,20,15,7,2019,10,2019,2,,1,2,0,,,,,,,,,,3,25,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cdf369efe8ef462abcdca8f29b65a7f6",1,1,130,5,2,1,22,10,45,22,7,2019,9,2019,1,5,5,,4,45,22,72000,4,,1,5,,,2,4,0,0,0,0,,4,1,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cdf369efe8ef462abcdca8f29b65a7f6",1,1,630,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce2b704d8e7d4268b895248442b32735",1,1,130,2,2,1,10,2,45,100,9,2019,9,2019,1,2,1,2,0,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce2d49c3340c4b7cbde965053dd33110",1,2,420,2,2,1,22,9.5,20,15,5,2019,6,2019,2,,1,2,6,20,22,120000,4,,2,,1,2,0.5,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce2d49c3340c4b7cbde965053dd33110",1,1,741,2,2,1,67,110,20,30,1,2019,6,2019,2,,1,2,72,20,67,720000,2,,2,,1,2,12,26,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce2d49c3340c4b7cbde965053dd33110",1,3,630,2,2,1,22,1,20,15,1,2020,2,2020,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce2d49c3340c4b7cbde965053dd33110",1,3,210,2,2,1,22,3,24,15,5,2019,6,2019,2,,1,2,0,,,,,,,,,,1,2,0,0,0,0,,6,2,,0,,3,,22,2,45,15,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,1,0,,4,2,,0,3,
"ce4a674264b849928dfc560ed4b7ddd4",2,2,620,1,2,1,10,3,20,,8,2019,2,2020,2,,1,2,0,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce4a674264b849928dfc560ed4b7ddd4",1,2,620,1,2,1,10,10,20,100,8,2019,1,2020,2,,1,2,0,,,,,,,,,,3,7,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce4a674264b849928dfc560ed4b7ddd4",2,3,890,1,2,1,,3,20,20,4,2019,5,2019,2,,1,2,1,99,,20000,5,,2,,1,2,0.3,1.7,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce4a674264b849928dfc560ed4b7ddd4",1,1,510,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce4a674264b849928dfc560ed4b7ddd4",2,1,130,1,2,1,10,0.75,23,,7,,7,,,,,,,,,,,,,,,,0.25,0.5,,,,,,,,,,,,,1,70,45,,8,2019,8,2019,1,1,,,,,,,,,,,,,,67,,,3,,,,,,,,
"ce59ddca2f944eaabab2bc796a87cd69",1,1,810,2,2,1,,400,42,110,2,2019,3,2019,2,,1,2,400,44,,1000000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce59ddca2f944eaabab2bc796a87cd69",1,1,741,2,2,1,68,12,20,5,1,2019,6,2019,1,1,1,2,0,,,,,,,,,,0,12,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce59ddca2f944eaabab2bc796a87cd69",1,1,210,2,2,1,1,2,14,1,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,1,70,45,,7,2019,7,2019,2,,1,2,65,45,1,143000,2,0,1,1,,,0,5,0,0,0,0,,4,2,,0,3,
"ce59ddca2f944eaabab2bc796a87cd69",1,1,130,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce73a020e9394e18abe47f68f8769446",3,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce73a020e9394e18abe47f68f8769446",3,2,620,1,2,1,9,12,20,100,9,2019,1,2020,2,,1,2,2,20,9,40000,4,,2,,1,2,0,10,0,0,0,0,,96,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce73a020e9394e18abe47f68f8769446",5,1,630,1,2,1,9,8,20,120,10,2019,1,2020,2,,1,2,0,,,,,,,,,,0,8,0,0,0,0,,96,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce73a020e9394e18abe47f68f8769446",4,1,141,1,2,1,1,15,45,1,8,2019,8,2019,2,,1,2,0,,,,,,,,,,0,15,0,0,0,0,,5,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ce73a020e9394e18abe47f68f8769446",1,1,320,1,2,1,1,360,45,1,8,2019,8,2019,2,,1,2,360,45,1,540000,3,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cea56335356b476b92edc70dae7e2e7d",1,2,820,1,2,1,1,60,45,1,1,2019,6,2019,1,1,1,,60,45,1,360000,2,,1,1,,,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cea56335356b476b92edc70dae7e2e7d",1,3,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cea56335356b476b92edc70dae7e2e7d",1,3,320,1,2,1,22,2,24,15,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,22,3,45,15,6,2019,7,2019,1,1,,,2.5,45,22,70000,2,0,1,1,,,0,0,0,0,0.5,0,,4,2,,0,3,
"cea56335356b476b92edc70dae7e2e7d",1,1,811,1,2,1,22,5,24,15,5,2019,6,2019,1,1,1,,5,24,22,50000,2,,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cea56335356b476b92edc70dae7e2e7d",1,3,130,1,2,1,22,1,22,15,6,2019,7,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,22,2,45,15,7,2019,7,2019,1,1,,,0,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,3,
"ceb691ba786d4dd2b60a4413237a0f9a",1,2,741,2,2,1,68,100,20,15,1,2019,6,2019,1,2,2,,0,,,,,,,,,,20,80,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceb691ba786d4dd2b60a4413237a0f9a",1,5,210,2,2,1,10,0.5,24,80,6,2019,6,2019,1,2,2,,0,,,,,,,,,,0,0.5,0,0,0,0,,6,2,,0,,1,96,20,2,45,20,7,2019,7,2019,1,2,,,0,,,,,,,,,,0,2,0,0,0,0,,4,1,3,0,1,96
"ceb691ba786d4dd2b60a4413237a0f9a",1,1,810,2,2,1,,1,44,85,4,2019,6,2019,2,,1,2,1,44,,212500,2,,2,,1,2,0,0,0,0,0,0,,4,1,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceb691ba786d4dd2b60a4413237a0f9a",1,1,741,2,2,1,68,45,20,15,1,2019,6,2019,1,2,2,,0,,,,,,,,,,0,45,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceb691ba786d4dd2b60a4413237a0f9a",1,3,620,2,2,1,10,2,20,120,8,2019,11,2019,1,2,2,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceb691ba786d4dd2b60a4413237a0f9a",1,5,320,2,2,1,20,0.5,45,20,7,2019,7,2019,1,2,2,,0,,,,,,,,,,0,0.3,0,0,0.2,0,,4,1,3,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceb691ba786d4dd2b60a4413237a0f9a",1,5,130,2,2,1,10,1,22,80,7,2019,7,2019,1,2,2,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,10,1,45,120,8,2019,8,2019,1,2,,,0,,,,,,,,,,0,0.9,0,0,0.1,0,,4,1,3,0,2,
"ceb691ba786d4dd2b60a4413237a0f9a",1,4,210,2,2,1,10,1,24,80,6,2019,6,2019,1,2,2,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,96,20,2,45,20,7,2019,7,2019,1,2,,,0,,,,,,,,,,0,1,0,0,1,0,,4,1,3,0,1,96
"cebcb5301de14fd091f8b281816dcad2",1,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceca664d153e40fe9d7cc77aa9c9f085",1,1,130,1,2,1,9,8,45,120,9,2019,10,2019,1,1,1,,7,45,9,560000,3,,1,1,,,0,0.5,0,0,0.5,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",3,1,742,1,2,1,68,15,20,12,1,2019,6,2019,1,1,1,,15,20,1,45000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",6,1,812,1,2,1,22,3,24,15,4,2019,6,2019,1,1,1,,3,24,22,60000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",5,1,741,1,2,1,88,15,20,12,1,2019,6,2019,1,1,1,,0,,,,,,,,,,0,15,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",6,1,742,1,2,1,68,10,20,10,1,2019,6,2019,1,1,1,,10,20,68,30000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",3,1,812,1,2,1,22,5,24,15,4,2019,6,2019,1,1,2,,5,24,22,100000,3,,2,,1,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",6,1,210,1,2,1,22,3,45,20,6,2019,6,2019,1,1,1,,1,45,22,30000,3,,1,1,,,1,1,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",6,1,741,1,2,1,68,24,20,10,1,2019,6,2019,1,1,1,,0,,,,,,,,,,24,0,0,0,0,0,,5,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",5,1,812,1,2,1,22,2,24,15,4,2019,6,2019,1,1,1,,2,24,22,40000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",3,1,741,1,2,1,68,48,20,18,1,2019,6,2019,1,1,1,,18,20,68,126000,3,,1,1,,,0,30,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",4,1,210,1,2,1,22,2,14,12,5,2019,5,2019,1,1,1,,0,,,,,,,,,,2,0,0,0,0,0,,6,2,,0,,2,,22,3,45,20,6,2019,6,2019,1,1,,,0,,,,,,,,,,0,2,0,0,1,0,,6,2,,0,2,
"ced0f57b2a3a48849e55bb342b49d7d7",4,1,742,1,2,1,68,12,20,10,1,2019,6,2019,1,1,1,,12,20,68,36000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",4,1,812,1,2,1,22,4,24,15,4,2019,6,2019,1,1,1,,4,24,22,80000,3,,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced0f57b2a3a48849e55bb342b49d7d7",4,1,741,1,2,1,68,42,20,12,1,2019,6,2019,1,1,1,,0,,,,,,,,,,0,42,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced961fdc3c841a5b00d79d5e761fcc0",2,1,630,1,2,1,10,1.5,40,100,10,2019,12,2019,2,,1,2,0,,,,,,,,,,0,1.5,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ced961fdc3c841a5b00d79d5e761fcc0",1,1,130,1,2,1,1,50,45,1,6,2019,6,2019,2,,1,2,0,,,,,,,,,,0,50,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cee9a69308d7483b926e6742e380a4ef",2,1,310,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ceef33f776c845ddbfde3ca70b0d3275",1,1,320,1,2,1,9,4,45,120,7,2019,7,2019,1,1,1,,4,45,9,600000,2,,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cf0c7e5450fe4d1daad34996ef84c776",1,1,210,2,2,1,22,2,24,15,5,2019,6,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,20,2,45,20,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,3,
"cf0c7e5450fe4d1daad34996ef84c776",2,1,741,2,2,1,67,160,20,25,1,2019,6,2019,2,,1,2,120,20,67,840000,2,,2,,1,2,0,40,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cf0c7e5450fe4d1daad34996ef84c776",2,1,812,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cf0c7e5450fe4d1daad34996ef84c776",2,1,744,2,2,1,67,25,20,15,1,2019,6,2019,2,,1,2,20,20,67,200000,2,,2,,1,2,0,5,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
