"hhid","parcelID","pltid","cropID","s4bq01","s4bq06_1","s4bq07","s4bq08","s4bq09","s4bq09_1","s4bq09_2","s4bq16","s4bq11a","s4bq11b","s4bq12a","s4bq12b","s4bq13","s4bq14","s4bq10","s4bq15"
"bc968aaf6f2d41b789eda8af7be667f6",1,1,150,1,2,0.5,1,,1,2019,1,0.5,1,,,1,,2,
"bc968aaf6f2d41b789eda8af7be667f6",3,1,130,1,2,0.5,2,20,3,2019,1,1,1,2,1,1,,2,
"bc968aaf6f2d41b789eda8af7be667f6",3,1,630,1,2,0.5,2,40,3,2019,1,2,10,2,10,1,,2,
"bc968aaf6f2d41b789eda8af7be667f6",3,1,310,1,2,0.5,2,40,3,2019,1,7,1,8,1,1,,2,
"bc9cfee31ebe4ac4bd5f00c51c333716",1,1,150,1,1,3,1,,5,2019,1,6,29,,,1,,2,
"bc9cfee31ebe4ac4bd5f00c51c333716",2,1,150,1,1,2.5,1,,5,2019,1,4,29,,,1,,2,
"bcb37722cebc401e8080e2fe4f31d2d0",1,1,120,1,1,1.5,1,,3,2019,1,4,22,,,1,,1,160000
"bcb37722cebc401e8080e2fe4f31d2d0",2,1,610,1,1,1,1,,3,2019,1,30,22,,,1,,2,
"bcb37722cebc401e8080e2fe4f31d2d0",2,2,130,1,1,0.5,1,,3,2019,1,10,31,,,1,,2,
"bcb37722cebc401e8080e2fe4f31d2d0",2,3,210,1,1,1.25,1,,3,2019,1,3,22,,,1,,2,
"bcdabcdc67f74aceb06fa8d9e2d6b375",1,1,340,1,1,1,1,,6,2019,1,20,1,,,1,,1,50000
"bce2cbdf226842779f36c61b8f757fa9",1,1,741,1,2,0.18,1,,1,9998,2,,,,,,,,
"bce2cbdf226842779f36c61b8f757fa9",2,1,630,1,2,0.6,1,,3,2018,1,3,11,,,1,,2,
"bce2cbdf226842779f36c61b8f757fa9",2,2,310,1,2,0.4,1,,2,2019,1,20,1,,,1,,2,
"bce2cbdf226842779f36c61b8f757fa9",3,1,741,1,2,1,1,,1,9998,2,,,,,,,,
"bd0999e0527a44a685f525c83388d4d4",1,1,210,1,1,0.25,1,,2,2019,1,7,31,,,1,,2,
"bd0999e0527a44a685f525c83388d4d4",2,1,210,1,1,0.13,2,50,2,2019,1,5,31,10,1,1,,2,
"bd0999e0527a44a685f525c83388d4d4",2,1,620,1,1,0.13,2,50,2,2019,1,1,66,2,66,1,,2,
"bd0999e0527a44a685f525c83388d4d4",3,1,210,1,1,0.12,1,,2,2019,1,8,31,,,1,,2,
"bd1c08d3f7ad474a8b43305da8b6a540",1,1,630,1,1,1.5,1,,7,2018,2,,,,,,,,
"bd1c08d3f7ad474a8b43305da8b6a540",3,1,320,1,1,1.5,1,,3,2019,1,20,1,,,1,,2,
"bd1c08d3f7ad474a8b43305da8b6a540",4,1,130,1,1,1.25,2,50,3,2019,1,8,1,10,1,1,,2,
"bd1c08d3f7ad474a8b43305da8b6a540",4,1,320,1,1,1.25,2,50,3,2019,1,12,1,20,1,1,,2,
"bd1c08d3f7ad474a8b43305da8b6a540",4,2,630,1,1,0.25,1,,3,2019,1,0.5,9,,,1,,2,
"bd1c08d3f7ad474a8b43305da8b6a540",4,3,620,1,1,0.15,1,,6,2019,1,2,11,,,1,,2,
"bd27f73982f14a068a8210bfb2dbbbc1",1,1,130,1,3,0.5,1,,4,2019,1,5,1,,,1,,2,
"bd27f73982f14a068a8210bfb2dbbbc1",2,1,130,1,3,0.5,2,60,4,2019,1,4,1,6,1,1,,2,
"bd27f73982f14a068a8210bfb2dbbbc1",2,1,320,1,3,0.5,2,40,4,2019,1,3,1,4,1,1,,1,7500
"bd27f73982f14a068a8210bfb2dbbbc1",2,2,620,1,3,0.5,1,,5,2019,1,3,10,,,1,,2,
"bd72aee8d4164067b0e2a4fbd4e254a2",1,1,520,1,1,2.16,1,,6,2019,1,3,1,,,2,1,1,3000
"bd72aee8d4164067b0e2a4fbd4e254a2",1,2,150,1,1,1.37,1,,5,2019,1,10,1,,,1,,2,
"bd72aee8d4164067b0e2a4fbd4e254a2",2,1,630,1,1,2.99,1,,4,2018,2,,,,,,,,
"bd72aee8d4164067b0e2a4fbd4e254a2",2,2,630,1,1,2.98,1,,6,2019,1,8,66,,,2,2,2,
"bd72aee8d4164067b0e2a4fbd4e254a2",2,3,620,1,1,1.1,1,,5,2019,1,4,66,,,1,,2,
"bd7f6a475cac41cea98b2ce0f43d9c9b",1,1,812,1,6,0.6,1,,8,2010,2,,,,,,,,
"bd7f6a475cac41cea98b2ce0f43d9c9b",1,2,741,1,6,0.4,1,,9,2010,2,,,,,,,,
"bd7f6a475cac41cea98b2ce0f43d9c9b",1,3,620,1,6,1,1,,4,2019,1,6,10,,,1,,2,
"bd7f6a475cac41cea98b2ce0f43d9c9b",2,1,630,1,6,1,1,,11,2018,2,,,,,,,,
"bd7f6a475cac41cea98b2ce0f43d9c9b",2,2,630,1,6,1,2,30,3,2019,1,3,10,6,10,1,,2,
"bd7f6a475cac41cea98b2ce0f43d9c9b",2,2,210,1,6,1,2,30,3,2019,1,5,1,7,1,1,,2,
"bd7f6a475cac41cea98b2ce0f43d9c9b",2,2,130,1,6,1,2,40,3,2019,1,5,1,12,1,1,,2,
"bd958d37bb45409d8796ee5de9a75ee6",1,1,810,1,2,0.2,1,,4,1980,2,,,,,,,,
"bdb354bb8e6d4a948371343ed30a4078",1,1,630,1,1,0.36,1,,4,2019,1,2,66,,,1,,2,
"bdb354bb8e6d4a948371343ed30a4078",1,2,210,1,1,0.27,2,50,4,2018,1,10,96,20,99,1,,2,
"bdb354bb8e6d4a948371343ed30a4078",1,2,130,1,1,0.27,2,50,4,2018,1,5,96,10,99,1,,2,
"bdb354bb8e6d4a948371343ed30a4078",1,3,320,1,1,0.48,1,,4,2019,1,10,96,,,1,,2,
"bdb354bb8e6d4a948371343ed30a4078",3,1,320,1,1,0.65,1,,5,2019,1,20,96,,,1,,2,
"bdb354bb8e6d4a948371343ed30a4078",4,1,320,1,1,0.5,1,,5,2019,1,10,96,,,1,,2,
"bdb4e1273cf948b59b09ae2d8b907fa7",1,1,741,1,1,0.53,1,,8,2015,1,120,85,,,1,,2,
"bdb4e1273cf948b59b09ae2d8b907fa7",1,2,812,1,1,0.28,1,,4,2009,2,,,,,,,,
"bdb4e1273cf948b59b09ae2d8b907fa7",1,3,210,1,1,0.38,2,70,3,2019,1,10,1,15,1,1,,1,20000
"bdb4e1273cf948b59b09ae2d8b907fa7",1,3,130,1,1,0.38,2,30,3,2019,1,4,1,10,1,1,,2,
"bdb4e1273cf948b59b09ae2d8b907fa7",1,4,530,1,1,0.26,1,,3,2019,1,1000,85,,,1,,2,
"bdb4e1273cf948b59b09ae2d8b907fa7",1,5,610,1,1,0.24,1,,3,2019,1,4,22,,,1,,1,48000
"bdb8c4168948429d823bcabe930f0129",1,1,741,1,2,0.75,1,,1,9998,2,,,,,,,,
"bdc980caf79846869af8048b704a6997",1,1,130,1,8,0.5,1,,3,2019,1,5,1,,,1,,2,
"bdc980caf79846869af8048b704a6997",1,2,620,1,8,0.25,1,,5,2019,1,8,10,,,1,,2,
"bdc980caf79846869af8048b704a6997",2,1,130,1,8,0.25,1,,3,2019,1,3,1,,,1,,2,
"bdf2414dcc9e40008d670974bfbb1dda",2,1,130,1,6,1.5,1,,5,2019,1,5,1,,,1,,1,7500
"bdf2414dcc9e40008d670974bfbb1dda",2,2,620,1,1,0.5,1,,7,2018,2,,,,,,,,
"bdf2414dcc9e40008d670974bfbb1dda",3,1,620,1,6,0.31,1,,5,2019,1,4,10,,,1,,1,52000
"bdfde6bf76fa4e6690cc3f692657de57",1,1,130,1,2,0.99,2,10,3,2019,1,3,1,10,1,1,,2,
"bdfde6bf76fa4e6690cc3f692657de57",1,1,741,1,2,0.99,2,20,1,2016,2,,,,,,,,
"bdfde6bf76fa4e6690cc3f692657de57",1,1,811,1,2,0.99,2,30,1,9998,2,,,,,,,,
"bdfde6bf76fa4e6690cc3f692657de57",1,1,630,1,2,0.99,2,5,3,2019,1,12,66,25,66,1,,2,
"bdfde6bf76fa4e6690cc3f692657de57",1,1,210,1,2,0.99,2,20,3,2019,1,5,1,25,1,1,,1,1800
"bdfde6bf76fa4e6690cc3f692657de57",1,1,310,1,2,0.99,2,10,3,2019,1,4,1,22,1,1,,2,
"be4e3dfc53034885a1a42d4840817c88",4,1,310,1,2,1,2,50,4,2019,1,7,29,10,29,1,,2,
"be4e3dfc53034885a1a42d4840817c88",4,1,630,1,1,1,2,50,4,2019,1,4,10,6,10,1,,2,
"be66986323ae4c40a8bada668061e09b",1,1,741,1,1,0.5,2,90,1,2010,2,,,,,,,,
"be66986323ae4c40a8bada668061e09b",1,1,210,1,1,0.5,2,5,3,2019,1,3,1,10,1,1,,2,
"be66986323ae4c40a8bada668061e09b",1,1,130,1,1,0.5,2,5,3,2019,1,1,1,2,1,1,,2,
"be8dde780cd14d3aaf9eeaf0332ca597",1,1,320,1,1,1.5,2,50,4,2019,1,3.5,1,5,1,1,,2,
"be8dde780cd14d3aaf9eeaf0332ca597",1,1,330,1,1,1.5,2,50,4,2019,1,2.5,1,5,1,1,,2,
"be8dde780cd14d3aaf9eeaf0332ca597",2,1,150,1,1,2.38,1,,4,2019,1,0.5,1,,,1,,2,
"be8dde780cd14d3aaf9eeaf0332ca597",3,1,130,1,1,1,1,,4,2019,1,2.5,1,,,1,,2,
"bec29af61e624ba1b0d5bb1137ee3d87",1,1,741,1,2,0.25,1,,3,2017,2,,,,,,,,
"bec29af61e624ba1b0d5bb1137ee3d87",2,1,741,1,2,0.12,2,50,3,2011,2,,,,,,,,
"bec29af61e624ba1b0d5bb1137ee3d87",2,1,811,1,2,0.12,2,50,3,2011,2,,,,,,,,
"bec29af61e624ba1b0d5bb1137ee3d87",3,1,130,1,2,2,1,,4,2019,1,3,1,,,2,1,1,32400
"bed3e73713634cebbc2c9bbd8f5cf072",1,1,741,1,2,1,1,,3,2015,2,,,,,,,,
"bed3e73713634cebbc2c9bbd8f5cf072",2,1,741,1,2,0.5,2,50,3,2007,2,,,,,,,,
"bed3e73713634cebbc2c9bbd8f5cf072",2,1,210,1,2,0.5,2,20,3,2019,1,6,1,10,1,1,,2,
"bed3e73713634cebbc2c9bbd8f5cf072",2,1,811,1,2,0.5,2,30,1,2008,2,,,,,,,,
"bed3e73713634cebbc2c9bbd8f5cf072",3,1,811,1,2,0.5,2,60,1,9998,2,,,,,,,,
"bed3e73713634cebbc2c9bbd8f5cf072",3,1,741,1,2,0.5,2,30,1,9998,2,,,,,,,,
"bed3e73713634cebbc2c9bbd8f5cf072",3,1,210,1,2,0.5,2,10,3,2019,1,3,1,6,1,1,,2,
"bed473acc27844feb5141ea3784501de",1,1,210,1,1,0.25,2,30,3,2019,1,4,1,7,1,1,,2,
"bed473acc27844feb5141ea3784501de",1,1,741,1,1,0.25,2,40,3,2019,1,4,1,7,1,1,,2,
"bed473acc27844feb5141ea3784501de",1,2,630,1,1,0.25,1,,7,2018,1,1,10,,,1,,2,
"bed473acc27844feb5141ea3784501de",1,3,620,1,1,0.15,1,,3,2019,1,2,10,,,1,,2,
"bed8e25a73cd4da5bc9268c678f8ba01",1,1,741,1,1,1,1,,2,2016,2,,,,,,,,
"bed8e25a73cd4da5bc9268c678f8ba01",2,1,130,1,1,1,2,20,2,2019,1,1,1,5,1,1,,2,
"bed8e25a73cd4da5bc9268c678f8ba01",2,1,210,1,1,1,2,80,2,2019,1,10,1,12,1,1,,2,
"bed8e25a73cd4da5bc9268c678f8ba01",2,2,630,1,1,0.75,1,,2,2019,1,2,10,,,1,,2,
"bed8e25a73cd4da5bc9268c678f8ba01",2,4,620,1,1,0.25,1,,3,2019,1,2,66,,,1,,2,
"beeb3f06ae924d9aaf19e0ebd2be5f0b",1,1,630,1,2,0.5,1,,5,2018,1,1.5,10,,,1,,2,
"beeb3f06ae924d9aaf19e0ebd2be5f0b",2,1,630,1,2,0.12,1,,8,2018,1,0.5,1,,,1,,2,
"beeb3f06ae924d9aaf19e0ebd2be5f0b",2,2,130,1,2,0.17,2,40,3,2019,1,0.5,1,1,1,1,,2,
"beeb3f06ae924d9aaf19e0ebd2be5f0b",2,2,210,1,2,0.17,2,60,3,2019,1,2,1,2,1,1,,2,
"beeb3f06ae924d9aaf19e0ebd2be5f0b",3,1,130,1,2,0.52,2,50,5,2019,1,4,1,4,1,1,,2,
"beeb3f06ae924d9aaf19e0ebd2be5f0b",3,1,630,1,1,0.52,2,50,5,2019,1,0.5,10,0.5,10,1,,2,
"bef86061296b4b76b955447d27508c08",1,1,130,1,3,0.5,2,60,4,2019,1,6,96,10,99,1,,1,3000
"bef86061296b4b76b955447d27508c08",1,1,223,1,3,0.5,2,40,4,2019,1,3,96,4,99,1,,1,3000
"bef86061296b4b76b955447d27508c08",1,2,310,1,3,0.25,1,,4,2019,1,10,96,,,1,,2,
"bef86061296b4b76b955447d27508c08",1,3,210,1,3,0.25,1,,6,2019,1,6,96,,,1,,1,12000
"bef86061296b4b76b955447d27508c08",2,1,130,1,3,0.45,1,,4,2019,1,4,1,,,1,,1,5000
"bef86061296b4b76b955447d27508c08",2,2,630,1,3,0.75,1,,4,2019,1,1.5,10,,,1,,2,
"bef86061296b4b76b955447d27508c08",2,3,141,1,3,0.25,1,,4,2019,1,1,1,,,1,,2,
"bef86061296b4b76b955447d27508c08",2,4,630,1,3,0.5,1,,3,2018,2,,,,,,,,
"bef86061296b4b76b955447d27508c08",3,1,520,1,3,1,2,30,6,2019,1,1.5,1,3,1,2,1,2,
"bef86061296b4b76b955447d27508c08",3,1,210,1,3,1,2,70,6,2019,1,25,96,30,99,1,,1,50000
"bf17905834a842e9aec1da4afcef6c60",1,1,150,1,2,1,2,30,3,2019,1,2,96,10,99,1,,1,800
"bf17905834a842e9aec1da4afcef6c60",1,1,141,1,2,1,2,70,3,2019,1,10,96,10,99,1,,1,4500
"bf17905834a842e9aec1da4afcef6c60",2,1,630,1,2,0.3,2,50,4,2019,1,0.5,10,1,10,1,,2,
"bf17905834a842e9aec1da4afcef6c60",2,1,310,1,2,0.3,2,50,3,2018,1,6,96,13,21,1,,1,9000
"bf17905834a842e9aec1da4afcef6c60",2,2,620,1,2,0.14,1,,6,2019,1,1,10,,,1,,2,
"bf17905834a842e9aec1da4afcef6c60",3,1,210,1,2,0.5,1,,3,2019,1,20,96,,,1,,1,20000
"bf3be37bfc524376819d8ffe6f93ded9",1,1,741,1,2,0.08,2,70,1,2017,1,20,85,20,85,1,,2,
"bf3be37bfc524376819d8ffe6f93ded9",1,1,811,1,2,0.08,2,30,1,2018,1,10,85,30,85,2,2,2,
"bf3be37bfc524376819d8ffe6f93ded9",2,1,210,1,2,0.2,1,,4,2019,1,5,1,,,1,,2,
"bf3be37bfc524376819d8ffe6f93ded9",2,2,620,1,2,0.3,1,,4,2019,1,3,10,,,1,,2,
"bf3be37bfc524376819d8ffe6f93ded9",3,1,741,1,2,0.25,2,40,1,2011,2,,,,,,,,
"bf3be37bfc524376819d8ffe6f93ded9",3,1,610,1,2,0.25,2,30,3,2019,1,0.5,10,3,10,1,,2,
"bf3be37bfc524376819d8ffe6f93ded9",3,1,811,1,2,0.25,2,30,1,9998,2,,,,,,,,
"bf72a91253c842b68d0dd23b776d4313",1,1,130,1,1,1.5,1,,5,2019,1,8,29,,,1,,2,
"bf9d7ec3f37e488e92f82ba237bfaa31",1,1,210,1,1,0.25,2,50,3,2019,1,2,1,5,1,1,,2,
"bf9d7ec3f37e488e92f82ba237bfaa31",1,1,130,1,1,0.25,2,50,3,2019,1,1,1,5,1,2,2,1,3000
"bf9d7ec3f37e488e92f82ba237bfaa31",2,1,630,1,1,0.75,2,10,5,2018,2,,,,,,,,
"bf9d7ec3f37e488e92f82ba237bfaa31",2,1,811,1,1,0.75,2,90,1,2009,2,,,,,,,,
"bf9d7ec3f37e488e92f82ba237bfaa31",2,2,310,1,1,0.25,1,,4,2019,1,6,1,,,1,,2,
"bf9d7ec3f37e488e92f82ba237bfaa31",3,1,741,1,1,0.25,2,80,3,2019,1,60,96,100,99,1,,2,
"bf9d7ec3f37e488e92f82ba237bfaa31",3,1,210,1,1,0.25,2,10,3,2019,1,1,1,5,1,1,,2,
"bf9d7ec3f37e488e92f82ba237bfaa31",3,1,130,1,1,0.25,2,10,3,2019,1,1,1,5,1,1,,2,
"bf9d7ec3f37e488e92f82ba237bfaa31",3,2,620,1,1,0.25,1,,6,2019,1,1,12,,,1,,2,
"bfc79892ff7141d78ac1f519614428f8",1,1,210,1,2,0.25,1,,3,2019,1,10,1,,,1,,2,
"bfc79892ff7141d78ac1f519614428f8",2,1,741,1,2,0.29,1,,1,9998,2,,,,,,,,
"bfc79892ff7141d78ac1f519614428f8",3,1,210,1,2,0.5,1,,2,2019,1,20,1,,,1,,2,
"bfff76973b0f4a6eacf29d6eca7c37d5",1,1,630,1,4,0.5,1,,7,2018,2,,,,,,,,
"bfff76973b0f4a6eacf29d6eca7c37d5",2,1,620,1,4,0.5,1,,5,2019,1,1,10,,,1,,2,
"bfff76973b0f4a6eacf29d6eca7c37d5",3,1,630,1,4,0.25,1,,3,2019,1,4,66,,,1,,2,
"bfff76973b0f4a6eacf29d6eca7c37d5",3,2,630,1,4,0.75,2,40,5,2019,1,2,66,4,66,1,,2,
"bfff76973b0f4a6eacf29d6eca7c37d5",3,2,120,1,4,0.75,2,30,5,2019,1,1,22,1,22,1,,1,10000
"bfff76973b0f4a6eacf29d6eca7c37d5",3,2,130,1,4,0.75,2,30,5,2019,1,2,1,4,1,1,,2,
"c00e2d51bb424d518fb62d0431aed082",2,1,130,1,2,0.5,1,,3,2019,1,5,1,,,1,,2,
"c00e2d51bb424d518fb62d0431aed082",2,2,620,1,2,0.5,1,,4,2019,1,2,10,,,1,,2,
"c01cead2bfe64a6d81549572f0a83340",1,1,741,1,1,1.5,2,60,4,2018,1,50,85,50,85,1,,2,
"c01cead2bfe64a6d81549572f0a83340",1,1,811,1,1,1.5,2,40,1,9998,2,,,,,,,,
"c01cead2bfe64a6d81549572f0a83340",1,2,630,1,1,0.8,1,,1,2018,2,,,,,,,,
"c01cead2bfe64a6d81549572f0a83340",1,3,620,1,1,0.5,1,,4,2019,1,1,12,,,1,,2,
"c01cead2bfe64a6d81549572f0a83340",2,1,130,1,1,2,1,,4,2019,1,20,1,,,2,2,1,60000
"c0512c0cad7d4c5c866d72a138ec9d69",1,1,630,1,1,0.5,1,,4,2019,1,8,66,,,1,,2,
"c0512c0cad7d4c5c866d72a138ec9d69",2,1,630,1,1,1.89,1,,4,2018,2,,,,,,,,
"c0512c0cad7d4c5c866d72a138ec9d69",2,2,130,1,1,0.53,2,40,4,2019,1,3,1,5,1,1,,2,
"c0512c0cad7d4c5c866d72a138ec9d69",2,2,150,1,1,0.53,2,60,4,2019,1,6,1,8,1,1,,2,
"c057a0ae94a948da99fc510c2ec51e8e",1,1,811,1,1,3,2,40,3,2018,1,100,85,350,85,1,,2,
"c057a0ae94a948da99fc510c2ec51e8e",1,1,210,1,1,3,2,10,3,2019,1,5,1,25,1,1,,2,
"c057a0ae94a948da99fc510c2ec51e8e",1,1,741,1,1,3,2,50,3,2018,1,80,85,300,85,1,,2,
"c057a0ae94a948da99fc510c2ec51e8e",1,2,630,1,1,1,1,,3,2019,1,1,11,,,1,,2,
"c057a0ae94a948da99fc510c2ec51e8e",1,3,130,1,1,1,1,,4,2019,1,15,1,,,1,,1,60000
"c07d993a72ec4f05bbcd6fd152c35052",1,1,210,1,2,0.5,2,50,3,2019,1,2,1,4,1,1,,1,6000
"c07d993a72ec4f05bbcd6fd152c35052",1,1,130,1,2,0.5,2,50,2,2019,1,2.5,1,2.5,1,1,,1,2500
"c07d993a72ec4f05bbcd6fd152c35052",2,1,630,1,2,0.25,1,,7,2018,1,0.5,10,,,1,,2,
"c08223acc5a8485e8de6744a289cc415",1,1,630,1,1,0.25,2,30,3,2018,1,3,10,6,10,1,,2,
"c08223acc5a8485e8de6744a289cc415",1,1,130,1,1,0.25,2,30,3,2019,1,3,1,5,1,1,,2,
"c08223acc5a8485e8de6744a289cc415",1,1,210,1,1,0.25,2,40,3,2019,1,1,22,2,22,1,,2,
"c08223acc5a8485e8de6744a289cc415",1,2,741,1,1,0.25,2,60,3,2015,2,,,,,,,,
"c08223acc5a8485e8de6744a289cc415",1,2,812,1,1,0.25,2,40,3,2015,2,,,,,,,,
"c08223acc5a8485e8de6744a289cc415",1,3,420,1,1,0.25,1,,3,2019,1,1,96,,,1,,1,6000
"c08223acc5a8485e8de6744a289cc415",1,4,440,1,2,0.25,1,,3,2019,1,1,22,,,1,,1,15000
"c08223acc5a8485e8de6744a289cc415",1,5,410,1,1,0.15,1,,4,2019,1,1,96,,,1,,1,5000
"c0869f127ed3419f887a4753a8e80f63",1,1,741,1,1,1.68,2,20,1,2017,2,,,,,,,,
"c0869f127ed3419f887a4753a8e80f63",1,1,811,1,1,1.68,2,80,1,1996,2,,,,,,,,
"c08d7f3d06be445f9599a2704a72a3d3",1,1,210,1,2,0.75,1,,3,2019,1,2,20,,,1,,2,
"c08d7f3d06be445f9599a2704a72a3d3",1,2,130,1,2,1,1,,3,2019,1,1,20,,,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,1,630,1,2,1,2,50,5,2019,1,2,10,3,10,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,1,130,1,2,1,2,50,4,2019,1,10,1,12,1,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,2,141,1,1,0.5,2,70,4,2019,1,2,1,3,1,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,2,130,1,1,0.5,2,30,4,2019,1,2,1,5,1,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,3,130,1,1,0.5,1,,4,2019,1,4,1,,,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,4,340,1,5,0.3,2,50,3,2019,1,1,1,2,1,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,4,141,1,5,0.3,2,50,3,2019,1,1,1,2,1,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,5,130,1,5,0.5,1,,2,2019,1,4,1,,,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,6,620,1,5,0.3,1,,5,2019,1,2,10,,,1,,2,
"c0d1b04857314dd488addfd633f906d3",1,7,310,1,2,0.5,1,,3,2019,1,5,1,,,1,,1,25000
"c0f54fb6aef14c8d8096200c4fe48dfd",1,1,630,1,1,0.36,1,,5,2018,2,,,,,,,,
"c0f54fb6aef14c8d8096200c4fe48dfd",1,2,310,1,1,0.18,1,,3,2019,1,1,22,,,1,,1,12500
"c0f54fb6aef14c8d8096200c4fe48dfd",1,3,630,1,1,0.12,1,,8,2018,2,,,,,,,,
"c105276c77a147689a5b0e4b1a860c11",1,1,620,1,1,0.4,2,70,4,2019,1,2,10,3,10,1,,2,
"c105276c77a147689a5b0e4b1a860c11",1,1,210,1,1,0.4,2,40,5,2019,1,8,1,0,1,1,,2,
"c13d65cf6d1e447cafc940376bb118f1",1,2,224,1,1,0.5,2,30,4,2019,1,1,1,3,1,1,,1,4500
"c13d65cf6d1e447cafc940376bb118f1",1,2,130,1,1,0.5,2,20,4,2019,1,3,1,5,1,1,,1,3000
"c13d65cf6d1e447cafc940376bb118f1",1,2,630,1,1,0.5,2,50,4,2019,1,6,66,7,66,1,,2,
"c13d65cf6d1e447cafc940376bb118f1",1,3,520,1,1,0.3,1,,5,2019,1,0.5,1,,,1,,1,3000
"c1547031f9684f01baf77e58b6cbbebb",1,1,150,1,2,2,1,,5,2019,1,8,29,,,1,,2,
"c1547031f9684f01baf77e58b6cbbebb",2,1,150,1,2,1,1,,5,2019,1,5,29,,,1,,2,
"c160bc82970746518c83fbd77fab9b22",1,1,811,1,2,0.3,1,,5,2013,2,,,,,,,,
"c160bc82970746518c83fbd77fab9b22",1,2,630,1,2,0.2,1,,11,2018,1,2,10,,,1,,2,
"c160bc82970746518c83fbd77fab9b22",3,1,620,1,2,0.25,1,,5,2019,1,2,10,,,1,,2,
"c16d96403d4844d78a43024ca4ff315e",2,1,210,1,2,1.12,2,50,3,2019,1,20,1,24,1,1,,1,40000
"c16d96403d4844d78a43024ca4ff315e",2,1,130,1,2,1.12,2,20,3,2019,1,10,1,15,1,1,,2,
"c19b80977d444d4baea4229850d6883e",1,1,630,1,2,0.5,1,,5,2018,2,,,,,,,,
"c1cab02df2844dada988b3f8b20be4c6",1,1,811,1,1,0.27,1,,9,9998,2,,,,,,,,
"c1cab02df2844dada988b3f8b20be4c6",2,1,620,1,1,0.11,1,,3,2019,1,1,66,,,1,,2,
"c1cab02df2844dada988b3f8b20be4c6",2,2,630,1,1,0.22,1,,7,2018,2,,,,,,,,
"c1cab02df2844dada988b3f8b20be4c6",2,3,130,1,1,0.11,2,60,3,2019,1,1,1,3,1,1,,2,
"c1cab02df2844dada988b3f8b20be4c6",2,3,210,1,1,0.11,2,40,3,2019,1,2,31,4,1,1,,2,
"c1d89c0ae646439ba17d94c3581ebb41",1,1,811,1,1,0.12,1,,8,1990,2,,,,,,,,
"c1d89c0ae646439ba17d94c3581ebb41",1,2,210,1,1,0.5,2,40,3,2019,1,4,1,10,1,1,,2,
"c1d89c0ae646439ba17d94c3581ebb41",1,2,130,1,1,0.5,2,60,3,2019,1,11,1,20,1,1,,2,
"c1d89c0ae646439ba17d94c3581ebb41",1,4,620,1,1,0.12,1,,5,2019,1,3,12,,,1,,2,
"c1e0914c45ef425bb761309bf7625bf2",1,1,310,1,4,0.5,2,60,3,2019,1,6,1,10,1,1,,1,18000
"c1e0914c45ef425bb761309bf7625bf2",1,1,130,1,4,0.5,2,40,3,2019,1,5,1,9,1,1,,2,
"c1e0914c45ef425bb761309bf7625bf2",2,1,812,1,4,0.23,2,20,7,9998,2,,,,,,,,
"c1e0914c45ef425bb761309bf7625bf2",2,1,210,1,4,0.23,2,50,3,2019,1,2,1,6,1,1,,2,
"c1e0914c45ef425bb761309bf7625bf2",2,1,130,1,4,0.23,2,30,3,2019,1,0.5,1,2,1,1,,2,
"c1e0914c45ef425bb761309bf7625bf2",4,1,741,1,4,0.32,2,70,7,9998,2,,,,,,,,
"c1e0914c45ef425bb761309bf7625bf2",4,1,210,1,4,0.32,2,30,2,2019,1,6,1,10,1,1,,2,
"c1f5cb68243e4370ba4103ce526854c7",1,1,150,1,1,0.5,1,,4,2019,1,1,1,,,1,,2,
"c1f5cb68243e4370ba4103ce526854c7",2,1,630,1,1,0.34,2,40,4,2019,1,2,66,4,66,2,2,2,
"c1f5cb68243e4370ba4103ce526854c7",2,1,130,1,1,0.34,2,60,4,2019,1,1,1,2,1,1,,2,
"c21897c536a245d198ab17088b5c842e",1,1,141,1,2,0.25,2,50,3,2019,1,2,1,4,1,1,,1,4000
"c21897c536a245d198ab17088b5c842e",1,1,130,1,2,0.25,2,50,3,2019,1,2,1,6,1,1,,1,2000
"c21897c536a245d198ab17088b5c842e",2,1,310,1,2,0.5,2,50,4,2018,1,8,1,12,1,1,,1,32000
"c21897c536a245d198ab17088b5c842e",2,1,630,1,2,0.5,2,50,4,2018,1,3,10,5,10,1,,2,
"c21897c536a245d198ab17088b5c842e",3,1,620,1,2,0.5,1,,5,2019,1,3,12,,,1,,2,
"c21ca172b2704a3da90994ff191b0c83",1,1,741,1,6,0.35,2,90,1,2012,2,,,,,,,,
"c21ca172b2704a3da90994ff191b0c83",1,1,811,1,6,0.35,2,10,12,9998,2,,,,,,,,
"c21ca172b2704a3da90994ff191b0c83",2,1,310,1,6,0.25,1,,3,2019,1,21,31,,,1,,2,
"c21ca172b2704a3da90994ff191b0c83",3,1,630,1,6,0.25,2,50,3,2019,1,1,9,2,9,1,,2,
